idCrwRevision,0,idReviser,1,idLeaflet,2,idSentence,3,crwRevision,4,dateT,5,flag,6,idGroup,7,rejected,8
899,899,A2LKRY3AYXG5US,A2LKRY3AYXG5US,2,2,232,232,Once the questionaire is discussed with you we will ask if you are happy to take part.,Once the questionaire is discussed with you we will ask if you are happy to take part.,2019-09-11 00:21:55,2019-09-11 00:21:55,321,321,22,22,0,0
900,900,A2RQ6GQJ14PVAN,A2RQ6GQJ14PVAN,2,2,0,0,,,2019-09-11 00:35:23,2019-09-11 00:35:23,321,321,22,22,0,0
901,901,A2RQ6GQJ14PVAN,A2RQ6GQJ14PVAN,2,2,227,227,"Alternative sources collect information about patients and their medical and hospital records. However, we think it is important to get information from your perspective about your health and well-being.","Alternative sources collect information about patients and their medical and hospital records. However, we think it is important to get information from your perspective about your health and well-being.",2019-09-11 00:37:05,2019-09-11 00:37:05,321,321,22,22,0,0
902,902,A1XISC88FAUDHZ,A1XISC88FAUDHZ,2,2,0,0,,,2019-09-11 00:37:43,2019-09-11 00:37:43,321,321,22,22,0,0
903,903,A1XISC88FAUDHZ,A1XISC88FAUDHZ,2,2,227,227,,,2019-09-11 00:38:14,2019-09-11 00:38:14,321,321,22,22,0,0
904,904,A1XISC88FAUDHZ,A1XISC88FAUDHZ,2,2,2112,2112,,,2019-09-11 00:38:28,2019-09-11 00:38:28,321,321,22,22,0,0
905,905,A1XISC88FAUDHZ,A1XISC88FAUDHZ,2,2,232,232,,,2019-09-11 00:38:37,2019-09-11 00:38:37,321,321,22,22,0,0
906,906,A2RQ6GQJ14PVAN,A2RQ6GQJ14PVAN,2,2,2112,2112,"We will tell your GP that you are participating in this questionnaire and we may contact your GP before mailing out the follow-up questionnaire in the case that you have moved or your details have changed.
","We will tell your GP that you are participating in this questionnaire and we may contact your GP before mailing out the follow-up questionnaire in the case that you have moved or your details have changed.
",2019-09-11 00:38:37,2019-09-11 00:38:37,321,321,22,22,0,0
907,907,A2RQ6GQJ14PVAN,A2RQ6GQJ14PVAN,2,2,232,232,After looking over the information sheet and have had your questions about it answered you will be asked if you're willing to participate in the study,After looking over the information sheet and have had your questions about it answered you will be asked if you're willing to participate in the study,2019-09-11 00:39:48,2019-09-11 00:39:48,321,321,22,22,0,0
908,908,A2K58YCQ6BLXKV,A2K58YCQ6BLXKV,2,2,0,0,,,2019-09-11 01:57:33,2019-09-11 01:57:33,321,321,22,22,0,0
909,909,A2K58YCQ6BLXKV,A2K58YCQ6BLXKV,2,2,227,227,"We collect data from different sources, including medical and hospital records as well as responses from questionnaires ","We collect data from different sources, including medical and hospital records as well as responses from questionnaires ",2019-09-11 01:58:47,2019-09-11 01:58:47,321,321,22,22,0,0
910,910,A2K58YCQ6BLXKV,A2K58YCQ6BLXKV,2,2,2112,2112,We will contact your GP to inform them you are taking part in this study and to confirm details if they have changed or you have moved,We will contact your GP to inform them you are taking part in this study and to confirm details if they have changed or you have moved,2019-09-11 02:00:01,2019-09-11 02:00:01,321,321,22,22,0,0
911,911,A2K58YCQ6BLXKV,A2K58YCQ6BLXKV,2,2,232,232,Once you are informed you will be asked in you would like to proceed with the study,Once you are informed you will be asked in you would like to proceed with the study,2019-09-11 02:00:41,2019-09-11 02:00:41,321,321,22,22,0,0
912,912,A1XISC88FAUDHZ,A1XISC88FAUDHZ,2,2,0,0,,,2019-09-11 03:00:47,2019-09-11 03:00:47,4123,4123,23,23,0,0
913,913,A1XISC88FAUDHZ,A1XISC88FAUDHZ,2,2,2100,2100,,,2019-09-11 03:00:53,2019-09-11 03:00:53,4123,4123,23,23,0,0
914,914,A1XISC88FAUDHZ,A1XISC88FAUDHZ,2,2,234,234,,,2019-09-11 03:00:58,2019-09-11 03:00:58,4123,4123,23,23,0,0
915,915,A1XISC88FAUDHZ,A1XISC88FAUDHZ,2,2,283,283,,,2019-09-11 03:01:05,2019-09-11 03:01:05,4123,4123,23,23,0,0
916,916,A3VRR7TNM21CQZ,A3VRR7TNM21CQZ,2,2,0,0,,,2019-09-11 04:32:46,2019-09-11 04:32:46,321,321,22,22,0,0
917,917,A2I9WPEYYS27ZW,A2I9WPEYYS27ZW,2,2,0,0,,,2019-09-11 04:36:44,2019-09-11 04:36:44,321,321,22,22,0,0
918,918,A2I9WPEYYS27ZW,A2I9WPEYYS27ZW,2,2,227,227,,,2019-09-11 04:36:56,2019-09-11 04:36:56,321,321,22,22,0,0
919,919,A2I9WPEYYS27ZW,A2I9WPEYYS27ZW,2,2,2112,2112,,,2019-09-11 04:37:01,2019-09-11 04:37:01,321,321,22,22,0,0
920,920,A3VRR7TNM21CQZ,A3VRR7TNM21CQZ,2,2,227,227,"other hospital believe studies collect data, but we believe to find out your health and well being.","other hospital believe studies collect data, but we believe to find out your health and well being.",2019-09-11 04:39:00,2019-09-11 04:39:00,321,321,22,22,0,0
921,921,A3VRR7TNM21CQZ,A3VRR7TNM21CQZ,2,2,2112,2112,We will inform your GP that your GP before mailing out the follow up questionnaire,We will inform your GP that your GP before mailing out the follow up questionnaire,2019-09-11 04:42:16,2019-09-11 04:42:16,321,321,22,22,0,0
922,922,A3VRR7TNM21CQZ,A3VRR7TNM21CQZ,2,2,232,232,"After read the information sheet, you will be asked to take part in the study.","After read the information sheet, you will be asked to take part in the study.",2019-09-11 04:45:53,2019-09-11 04:45:53,321,321,22,22,0,0
923,923,A3VRR7TNM21CQZ,A3VRR7TNM21CQZ,2,2,0,0,,,2019-09-11 05:07:39,2019-09-11 05:07:39,4123,4123,23,23,0,0
924,924,A3VRR7TNM21CQZ,A3VRR7TNM21CQZ,2,2,2100,2100,"NHS data will be tracked using your NHS and hospital numbers, but your name will be removed.","NHS data will be tracked using your NHS and hospital numbers, but your name will be removed.",2019-09-11 05:12:18,2019-09-11 05:12:18,4123,4123,23,23,0,0
925,925,A3VRR7TNM21CQZ,A3VRR7TNM21CQZ,2,2,234,234,"if you want the questionnaire during your hospital visit, you can take it home to complete and return in the prepaid envelope.","if you want the questionnaire during your hospital visit, you can take it home to complete and return in the prepaid envelope.",2019-09-11 05:16:46,2019-09-11 05:16:46,4123,4123,23,23,0,0
926,926,A3VRR7TNM21CQZ,A3VRR7TNM21CQZ,2,2,283,283,When you agree to take part the information about your health and care may be provided. ,When you agree to take part the information about your health and care may be provided. ,2019-09-11 05:20:25,2019-09-11 05:20:25,4123,4123,23,23,0,0
927,927,AFJP250UAUZ9,AFJP250UAUZ9,2,2,0,0,,,2019-09-11 07:20:33,2019-09-11 07:20:33,321,321,22,22,0,0
928,928,AFJP250UAUZ9,AFJP250UAUZ9,2,2,227,227,"Our studies collect patient data from their medical records, but we believe it is important to understand your health from your perspective through questionnaires.
","Our studies collect patient data from their medical records, but we believe it is important to understand your health from your perspective through questionnaires.
",2019-09-11 07:23:46,2019-09-11 07:23:46,321,321,22,22,0,0
929,929,AFJP250UAUZ9,AFJP250UAUZ9,2,2,2112,2112,"We will contact your GP about you, taking part in this study, before mailing out the follow-up questionnaires to you.
","We will contact your GP about you, taking part in this study, before mailing out the follow-up questionnaires to you.
",2019-09-11 07:26:57,2019-09-11 07:26:57,321,321,22,22,0,0
930,930,AFJP250UAUZ9,AFJP250UAUZ9,2,2,232,232,"After reading the information sheet and answering the questions, you will be asked whether you want to take part in the study.
","After reading the information sheet and answering the questions, you will be asked whether you want to take part in the study.
",2019-09-11 07:29:07,2019-09-11 07:29:07,321,321,22,22,0,0
931,931,A3QRXNYCWR9G53,A3QRXNYCWR9G53,2,2,0,0,,,2019-09-11 08:04:18,2019-09-11 08:04:18,4123,4123,23,23,0,0
932,932,A3QRXNYCWR9G53,A3QRXNYCWR9G53,2,2,2100,2100,"IF you agreed to share your NHS data, this will be done with your name removed.","IF you agreed to share your NHS data, this will be done with your name removed.",2019-09-11 08:05:18,2019-09-11 08:05:18,4123,4123,23,23,0,0
933,933,A3QRXNYCWR9G53,A3QRXNYCWR9G53,2,2,234,234,"you can complete the questionnaire in hospital and hand it to a member of staff, or complete it at home and post it back with the pre pisd envelope.","you can complete the questionnaire in hospital and hand it to a member of staff, or complete it at home and post it back with the pre pisd envelope.",2019-09-11 08:06:11,2019-09-11 08:06:11,4123,4123,23,23,0,0
934,934,A3QRXNYCWR9G53,A3QRXNYCWR9G53,2,2,283,283,"when you agreed to the study, your inofrmation maybe shared outside the organisation.","when you agreed to the study, your inofrmation maybe shared outside the organisation.",2019-09-11 08:06:49,2019-09-11 08:06:49,4123,4123,23,23,0,0
935,935,A1UYK7SUH7SQ6W,A1UYK7SUH7SQ6W,2,2,0,0,,,2019-09-11 08:34:52,2019-09-11 08:34:52,4123,4123,23,23,0,0
936,936,A1UYK7SUH7SQ6W,A1UYK7SUH7SQ6W,2,2,2100,2100,"With your agreement, your NHS data will be tracked using your NHS/hospotal numbers, but your name will be removed","With your agreement, your NHS data will be tracked using your NHS/hospotal numbers, but your name will be removed",2019-09-11 08:36:20,2019-09-11 08:36:20,4123,4123,23,23,0,0
937,937,A1UYK7SUH7SQ6W,A1UYK7SUH7SQ6W,2,2,234,234,"You can hand your completed questionnaire to the nurse or researcher, or return it in the pre-paid envelope","You can hand your completed questionnaire to the nurse or researcher, or return it in the pre-paid envelope",2019-09-11 08:37:22,2019-09-11 08:37:22,4123,4123,23,23,0,0
938,938,A1UYK7SUH7SQ6W,A1UYK7SUH7SQ6W,2,2,283,283,"When you agree to take part in the study, information about your health and care may be provided to internal and external researchers for future research studies","When you agree to take part in the study, information about your health and care may be provided to internal and external researchers for future research studies",2019-09-11 08:38:54,2019-09-11 08:38:54,4123,4123,23,23,0,0
939,939,A3VRR7TNM21CQZ,A3VRR7TNM21CQZ,2,2,0,0,,,2019-09-11 09:25:57,2019-09-11 09:25:57,231,231,22,22,0,0
940,940,A3VRR7TNM21CQZ,A3VRR7TNM21CQZ,2,2,2112,2112,,,2019-09-11 09:27:10,2019-09-11 09:27:10,231,231,22,22,0,0
941,941,A3QRXNYCWR9G53,A3QRXNYCWR9G53,2,2,0,0,,,2019-09-11 09:36:37,2019-09-11 09:36:37,231,231,22,22,0,0
942,942,A3QRXNYCWR9G53,A3QRXNYCWR9G53,2,2,2112,2112,we will contact your GP prior to the study to confirm your details are correct,we will contact your GP prior to the study to confirm your details are correct,2019-09-11 09:37:15,2019-09-11 09:37:15,231,231,22,22,0,0
943,943,A3VRR7TNM21CQZ,A3VRR7TNM21CQZ,2,2,227,227,"other studies collect data their medical and hospital records, but we believe to find out your health and well being","other studies collect data their medical and hospital records, but we believe to find out your health and well being",2019-09-11 09:37:36,2019-09-11 09:37:36,231,231,22,22,0,0
944,944,A3QRXNYCWR9G53,A3QRXNYCWR9G53,2,2,227,227,your resposes to the questionnaire are a more accurate way to gauge your health and well-being,your resposes to the questionnaire are a more accurate way to gauge your health and well-being,2019-09-11 09:39:13,2019-09-11 09:39:13,231,231,22,22,0,0
945,945,A37QTEIPY5Q7DS,A37QTEIPY5Q7DS,2,2,0,0,,,2019-09-11 09:39:25,2019-09-11 09:39:25,231,231,22,22,0,0
946,946,A3QRXNYCWR9G53,A3QRXNYCWR9G53,2,2,232,232,"after you have read the information sheet, you will be asked for your consent to take part.","after you have read the information sheet, you will be asked for your consent to take part.",2019-09-11 09:39:48,2019-09-11 09:39:48,231,231,22,22,0,0
947,947,A3VRR7TNM21CQZ,A3VRR7TNM21CQZ,2,2,232,232,"if you ready to read the information sheet, you will be asked happy to take part in the study.","if you ready to read the information sheet, you will be asked happy to take part in the study.",2019-09-11 09:40:31,2019-09-11 09:40:31,231,231,22,22,0,0
948,948,A37QTEIPY5Q7DS,A37QTEIPY5Q7DS,2,2,2112,2112,"We will get in contact with your GP before the study begins to let them know you are participating. We may also contact them at the end, to check your details haven't changed, before we send out the follow up questionnaire.","We will get in contact with your GP before the study begins to let them know you are participating. We may also contact them at the end, to check your details haven't changed, before we send out the follow up questionnaire.",2019-09-11 09:41:44,2019-09-11 09:41:44,231,231,22,22,0,0
949,949,A37QTEIPY5Q7DS,A37QTEIPY5Q7DS,2,2,227,227,We will use questionnaires to get your perspective on your health and well-being instead of collecting it from your medical records.,We will use questionnaires to get your perspective on your health and well-being instead of collecting it from your medical records.,2019-09-11 09:43:00,2019-09-11 09:43:00,231,231,22,22,0,0
950,950,A37QTEIPY5Q7DS,A37QTEIPY5Q7DS,2,2,232,232,You will be given time to read the information sheet and ask questions before you are asked whether you're happy to participate in the study.,You will be given time to read the information sheet and ask questions before you are asked whether you're happy to participate in the study.,2019-09-11 09:44:06,2019-09-11 09:44:06,231,231,22,22,0,0
951,951,AYANXOKRFW1ZD,AYANXOKRFW1ZD,2,2,0,0,,,2019-09-11 10:03:42,2019-09-11 10:03:42,231,231,22,22,0,0
952,952,AYANXOKRFW1ZD,AYANXOKRFW1ZD,2,2,2112,2112,We'll inform your GP that you're taking part in this study. We may contact them before for follow up questions incase your details have changed.,We'll inform your GP that you're taking part in this study. We may contact them before for follow up questions incase your details have changed.,2019-09-11 10:04:35,2019-09-11 10:04:35,231,231,22,22,0,0
953,953,AYANXOKRFW1ZD,AYANXOKRFW1ZD,2,2,227,227,We collect data from your perspective through a questionnaire rather than through your medical and hospital records like other studies may do.,We collect data from your perspective through a questionnaire rather than through your medical and hospital records like other studies may do.,2019-09-11 10:05:19,2019-09-11 10:05:19,231,231,22,22,0,0
954,954,AYANXOKRFW1ZD,AYANXOKRFW1ZD,2,2,232,232,"After reading the information sheet and having had your questions answered, you'll be asked if you wish to take part in the study.","After reading the information sheet and having had your questions answered, you'll be asked if you wish to take part in the study.",2019-09-11 10:06:05,2019-09-11 10:06:05,231,231,22,22,0,0
955,955,A1NVQWRO6FJDBI,A1NVQWRO6FJDBI,2,2,0,0,,,2019-09-11 10:21:07,2019-09-11 10:21:07,4123,4123,23,23,0,0
956,956,A1NVQWRO6FJDBI,A1NVQWRO6FJDBI,2,2,2100,2100,,,2019-09-11 10:21:12,2019-09-11 10:21:12,4123,4123,23,23,0,0
957,957,A1NVQWRO6FJDBI,A1NVQWRO6FJDBI,2,2,234,234,,,2019-09-11 10:21:15,2019-09-11 10:21:15,4123,4123,23,23,0,0
958,958,A1NVQWRO6FJDBI,A1NVQWRO6FJDBI,2,2,283,283,,,2019-09-11 10:21:17,2019-09-11 10:21:17,4123,4123,23,23,0,0
959,959,A3QUNHOJCSQDXX,A3QUNHOJCSQDXX,2,2,0,0,,,2019-09-11 10:48:37,2019-09-11 10:48:37,231,231,22,22,0,0
960,960,A3QUNHOJCSQDXX,A3QUNHOJCSQDXX,2,2,2112,2112,We will contact your GP to inform them you are taking part in this study and to check that your details have not changed before mailing out the follow up questionnaire.,We will contact your GP to inform them you are taking part in this study and to check that your details have not changed before mailing out the follow up questionnaire.,2019-09-11 10:49:35,2019-09-11 10:49:35,231,231,22,22,0,0
961,961,A3QUNHOJCSQDXX,A3QUNHOJCSQDXX,2,2,227,227,We want to know your thoughts about your health and well-being rather than just collecting data from your medical and hospital records.,We want to know your thoughts about your health and well-being rather than just collecting data from your medical and hospital records.,2019-09-11 10:50:38,2019-09-11 10:50:38,231,231,22,22,0,0
962,962,A3QUNHOJCSQDXX,A3QUNHOJCSQDXX,2,2,232,232,Once any questions you have after reading the information sheet have been answered you will be asked whether you are happy to take part in the study.,Once any questions you have after reading the information sheet have been answered you will be asked whether you are happy to take part in the study.,2019-09-11 10:51:40,2019-09-11 10:51:40,231,231,22,22,0,0
963,963,AAT88IZB62NY2,AAT88IZB62NY2,2,2,0,0,,,2019-09-11 11:02:08,2019-09-11 11:02:08,4123,4123,23,23,0,0
964,964,AAT88IZB62NY2,AAT88IZB62NY2,2,2,2100,2100,"If you have agreed to collect routine NHS data, this will be tracked via your NHS and hospital numbers, and your name will be removed","If you have agreed to collect routine NHS data, this will be tracked via your NHS and hospital numbers, and your name will be removed",2019-09-11 11:03:54,2019-09-11 11:03:54,4123,4123,23,23,0,0
965,965,AAT88IZB62NY2,AAT88IZB62NY2,2,2,234,234,"You can complete the questionnaire at the hospital and hand it to either nurse or researched, or take it home and return via pre-paid post.","You can complete the questionnaire at the hospital and hand it to either nurse or researched, or take it home and return via pre-paid post.",2019-09-11 11:05:15,2019-09-11 11:05:15,4123,4123,23,23,0,0
966,966,AAT88IZB62NY2,AAT88IZB62NY2,2,2,283,283,"When you agree to participate in the study, information about your health and care may be given to researches for other studies in both this and other organisations.","When you agree to participate in the study, information about your health and care may be given to researches for other studies in both this and other organisations.",2019-09-11 11:06:47,2019-09-11 11:06:47,4123,4123,23,23,0,0
967,967,A27QIBL4MO6Z0X,A27QIBL4MO6Z0X,2,2,0,0,,,2019-09-11 11:30:00,2019-09-11 11:30:00,231,231,22,22,0,0
968,968,A27QIBL4MO6Z0X,A27QIBL4MO6Z0X,2,2,2112,2112,your gp will be informed  about your part in this study and will also be contacted before mailing out the questionnaire in case your details changed or you have moved ,your gp will be informed  about your part in this study and will also be contacted before mailing out the questionnaire in case your details changed or you have moved ,2019-09-11 11:31:31,2019-09-11 11:31:31,231,231,22,22,0,0
969,969,A27QIBL4MO6Z0X,A27QIBL4MO6Z0X,2,2,227,227,medical and hospital records are collected by other studies but we believe it is important to find out about health and well being from your responses and attitude to questionnaires ,medical and hospital records are collected by other studies but we believe it is important to find out about health and well being from your responses and attitude to questionnaires ,2019-09-11 11:34:52,2019-09-11 11:34:52,231,231,22,22,0,0
970,970,A27QIBL4MO6Z0X,A27QIBL4MO6Z0X,2,2,232,232,after reading the information sheet and your questions answered you will be asked how happy you are to take this survey ,after reading the information sheet and your questions answered you will be asked how happy you are to take this survey ,2019-09-11 11:37:56,2019-09-11 11:37:56,231,231,22,22,0,0
971,971,A31LCNCQS2AJR2,A31LCNCQS2AJR2,2,2,0,0,,,2019-09-11 11:39:09,2019-09-11 11:39:09,231,231,22,22,0,0
972,972,A31LCNCQS2AJR2,A31LCNCQS2AJR2,2,2,2112,2112,"We will advise your General Practitioner that you are taking part in this study, and may contact your General Practitioner prior to sending out the follow up questionnaire in case your details have changed or you have moved address.","We will advise your General Practitioner that you are taking part in this study, and may contact your General Practitioner prior to sending out the follow up questionnaire in case your details have changed or you have moved address.",2019-09-11 11:40:14,2019-09-11 11:40:14,231,231,22,22,0,0
973,973,A31LCNCQS2AJR2,A31LCNCQS2AJR2,2,2,227,227,"Other studies and questionnaires also collect data about people in respect of their medical and hospital records, however we believe it is important to find out about your health and wellness based on your perspective through your responses to these questionnaires.","Other studies and questionnaires also collect data about people in respect of their medical and hospital records, however we believe it is important to find out about your health and wellness based on your perspective through your responses to these questionnaires.",2019-09-11 11:41:17,2019-09-11 11:41:17,231,231,22,22,0,0
974,974,A31LCNCQS2AJR2,A31LCNCQS2AJR2,2,2,232,232,"Once you have read the information sheet, and have had your questions answered, you will be asked whether you are okay to take part in the study.","Once you have read the information sheet, and have had your questions answered, you will be asked whether you are okay to take part in the study.",2019-09-11 11:41:51,2019-09-11 11:41:51,231,231,22,22,0,0
975,975,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,0,0,,,2019-09-11 12:01:19,2019-09-11 12:01:19,231,231,22,22,0,0
976,976,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,2112,2112,Before we send out the form we will check to see if your details have changed.,Before we send out the form we will check to see if your details have changed.,2019-09-11 12:01:45,2019-09-11 12:01:45,231,231,22,22,0,0
977,977,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,227,227,Your personal input is as important to us as the data from records.,Your personal input is as important to us as the data from records.,2019-09-11 12:02:13,2019-09-11 12:02:13,231,231,22,22,0,0
978,978,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,232,232,Just before we start the study we will double check that you are still happy to participate.,Just before we start the study we will double check that you are still happy to participate.,2019-09-11 12:02:44,2019-09-11 12:02:44,231,231,22,22,0,0
979,979,A3EXLMBNWA3VO7,A3EXLMBNWA3VO7,2,2,0,0,,,2019-09-11 13:15:58,2019-09-11 13:15:58,231,231,22,22,0,0
980,980,A3EXLMBNWA3VO7,A3EXLMBNWA3VO7,2,2,2112,2112,We will inform your GP about you taking part in this and collect your details from him,We will inform your GP about you taking part in this and collect your details from him,2019-09-11 13:19:34,2019-09-11 13:19:34,231,231,22,22,0,0
981,981,A3EXLMBNWA3VO7,A3EXLMBNWA3VO7,2,2,227,227,"other studies collect people hospital records ,it is important to find out about your health and well-being through your response in questionnaries","other studies collect people hospital records ,it is important to find out about your health and well-being through your response in questionnaries",2019-09-11 13:23:05,2019-09-11 13:23:05,231,231,22,22,0,0
982,982,A3EXLMBNWA3VO7,A3EXLMBNWA3VO7,2,2,232,232,"After you have finished this sheet and questions answered,you will be asked about the experience in here","After you have finished this sheet and questions answered,you will be asked about the experience in here",2019-09-11 13:26:05,2019-09-11 13:26:05,231,231,22,22,0,0
983,983,A3E6QGYV5HCIHN,A3E6QGYV5HCIHN,2,2,0,0,,,2019-09-11 14:52:55,2019-09-11 14:52:55,4123,4123,23,23,0,0
984,984,A3E6QGYV5HCIHN,A3E6QGYV5HCIHN,2,2,2100,2100,,,2019-09-11 14:52:59,2019-09-11 14:52:59,4123,4123,23,23,0,0
985,985,A3E6QGYV5HCIHN,A3E6QGYV5HCIHN,2,2,234,234,,,2019-09-11 14:53:05,2019-09-11 14:53:05,4123,4123,23,23,0,0
986,986,A3E6QGYV5HCIHN,A3E6QGYV5HCIHN,2,2,283,283,,,2019-09-11 14:53:08,2019-09-11 14:53:08,4123,4123,23,23,0,0
987,987,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,0,0,,,2019-09-11 15:37:55,2019-09-11 15:37:55,5123,5123,23,23,0,0
988,988,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,2100,2100,You will remain anonymous in any data collected.,You will remain anonymous in any data collected.,2019-09-11 15:38:16,2019-09-11 15:38:16,5123,5123,23,23,0,0
989,989,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,234,234,You can fill in the survey here or do it later at home.,You can fill in the survey here or do it later at home.,2019-09-11 15:38:39,2019-09-11 15:38:39,5123,5123,23,23,0,0
990,990,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,283,283,The data from this study may be shared with those running similar studies elsewhere.,The data from this study may be shared with those running similar studies elsewhere.,2019-09-11 15:39:06,2019-09-11 15:39:06,5123,5123,23,23,0,0
991,991,AUZUHON52J10U,AUZUHON52J10U,2,2,0,0,,,2019-09-11 15:42:40,2019-09-11 15:42:40,5123,5123,23,23,0,0
992,992,AUZUHON52J10U,AUZUHON52J10U,2,2,2100,2100,"Only your NHS and hospital numbers, not your name, will be used to identify data that you have given permission for us to collect","Only your NHS and hospital numbers, not your name, will be used to identify data that you have given permission for us to collect",2019-09-11 15:45:14,2019-09-11 15:45:14,5123,5123,23,23,0,0
993,993,AULSRNSXS3N1V,AULSRNSXS3N1V,2,2,0,0,,,2019-09-11 15:45:58,2019-09-11 15:45:58,5123,5123,23,23,0,0
994,994,AULSRNSXS3N1V,AULSRNSXS3N1V,2,2,2100,2100,"If you agreed for us to collect routing data, this will be anonymized and tracked through the system.","If you agreed for us to collect routing data, this will be anonymized and tracked through the system.",2019-09-11 15:46:28,2019-09-11 15:46:28,5123,5123,23,23,0,0
995,995,AUZUHON52J10U,AUZUHON52J10U,2,2,234,234,"You can either take the questionnaire home to complete and return in the pre-paid envelope, or you can complete it during your hospital visit and hand to a nurse or researcher.","You can either take the questionnaire home to complete and return in the pre-paid envelope, or you can complete it during your hospital visit and hand to a nurse or researcher.",2019-09-11 15:46:44,2019-09-11 15:46:44,5123,5123,23,23,0,0
996,996,AULSRNSXS3N1V,AULSRNSXS3N1V,2,2,234,234,You can hand the completed questionnaire to a member of staff or take it home to complete.,You can hand the completed questionnaire to a member of staff or take it home to complete.,2019-09-11 15:46:51,2019-09-11 15:46:51,5123,5123,23,23,0,0
997,997,AULSRNSXS3N1V,AULSRNSXS3N1V,2,2,283,283,"When you take part in the study, your information may be shared with similar studies taking place","When you take part in the study, your information may be shared with similar studies taking place",2019-09-11 15:47:22,2019-09-11 15:47:22,5123,5123,23,23,0,0
998,998,AUZUHON52J10U,AUZUHON52J10U,2,2,283,283,"The data about your health and care which you have agreed that we can collect, may also be provided to researchers on other research projects, in this or other organisations. ","The data about your health and care which you have agreed that we can collect, may also be provided to researchers on other research projects, in this or other organisations. ",2019-09-11 15:48:43,2019-09-11 15:48:43,5123,5123,23,23,0,0
999,999,A3OL5N49RZP2P1,A3OL5N49RZP2P1,2,2,0,0,,,2019-09-11 15:59:49,2019-09-11 15:59:49,5123,5123,23,23,0,0
1000,1000,A3OL5N49RZP2P1,A3OL5N49RZP2P1,2,2,2100,2100,,,2019-09-11 15:59:57,2019-09-11 15:59:57,5123,5123,23,23,0,0
1001,1001,A3OL5N49RZP2P1,A3OL5N49RZP2P1,2,2,234,234,,,2019-09-11 16:00:04,2019-09-11 16:00:04,5123,5123,23,23,0,0
1002,1002,A3OL5N49RZP2P1,A3OL5N49RZP2P1,2,2,283,283,,,2019-09-11 16:00:08,2019-09-11 16:00:08,5123,5123,23,23,0,0
1003,1003,A25RJ54AHZGDOO,A25RJ54AHZGDOO,2,2,0,0,,,2019-09-11 16:32:46,2019-09-11 16:32:46,5123,5123,23,23,0,0
1004,1004,A3EXLMBNWA3VO7,A3EXLMBNWA3VO7,2,2,0,0,,,2019-09-11 16:38:34,2019-09-11 16:38:34,5123,5123,23,23,0,0
1005,1005,A25RJ54AHZGDOO,A25RJ54AHZGDOO,2,2,2100,2100,"Should you agree to us collecting routine NHS data, it will be tracked via NHS and hospital numbers. Your name will be removed.","Should you agree to us collecting routine NHS data, it will be tracked via NHS and hospital numbers. Your name will be removed.",2019-09-11 16:38:40,2019-09-11 16:38:40,5123,5123,23,23,0,0
1006,1006,AYANXOKRFW1ZD,AYANXOKRFW1ZD,2,2,0,0,,,2019-09-11 16:43:06,2019-09-11 16:43:06,5123,5123,23,23,0,0
1007,1007,A25RJ54AHZGDOO,A25RJ54AHZGDOO,2,2,234,234,"The questionnaire can be completed at the hospital, with you handing it to the nurse or researcher, or at home with it returned in the prepaid envelope.","The questionnaire can be completed at the hospital, with you handing it to the nurse or researcher, or at home with it returned in the prepaid envelope.",2019-09-11 16:43:21,2019-09-11 16:43:21,5123,5123,23,23,0,0
1008,1008,AYANXOKRFW1ZD,AYANXOKRFW1ZD,2,2,2100,2100,"If you agreed for us to collect routine NHS data, we will track this using your NHS and hospital numbers, your name will be removed.","If you agreed for us to collect routine NHS data, we will track this using your NHS and hospital numbers, your name will be removed.",2019-09-11 16:44:00,2019-09-11 16:44:00,5123,5123,23,23,0,0
1009,1009,AIO5H68532ALN,AIO5H68532ALN,2,2,0,0,,,2019-09-11 16:44:55,2019-09-11 16:44:55,5123,5123,23,23,0,0
1010,1010,AYANXOKRFW1ZD,AYANXOKRFW1ZD,2,2,234,234,"You can either complete the questionnaire during your hospital visit and hand it in to a nurse or researcher, or you can complete it at home and send it back in the pre-paid envelope.","You can either complete the questionnaire during your hospital visit and hand it in to a nurse or researcher, or you can complete it at home and send it back in the pre-paid envelope.",2019-09-11 16:44:57,2019-09-11 16:44:57,5123,5123,23,23,0,0
1011,1011,A3EXLMBNWA3VO7,A3EXLMBNWA3VO7,2,2,2100,2100,"If you agree for us to collect routine NHS data,we will track your hospital numbers and NHS without revealing your name.","If you agree for us to collect routine NHS data,we will track your hospital numbers and NHS without revealing your name.",2019-09-11 16:44:59,2019-09-11 16:44:59,5123,5123,23,23,0,0
1012,1012,AYANXOKRFW1ZD,AYANXOKRFW1ZD,2,2,283,283,Agreeing to take part in the research study means your health and care information may be provided to researchers in this or other organisations.,Agreeing to take part in the research study means your health and care information may be provided to researchers in this or other organisations.,2019-09-11 16:45:44,2019-09-11 16:45:44,5123,5123,23,23,0,0
