idRanking,0,RID,1,idReviser,2,idLeaflet,3,idSentence,4,crwRevision,5,dateT,6,g,7,flag,8,revSent1,9,revSent2,10,revSent3,11,revSent4,12,revSent5,13,revSent6,14,revSent7,15,revSent8,16,revSent9,17
135,135,234,234,A3JBXAUGUPVIQR,A3JBXAUGUPVIQR,2,2,222,222,A growing number of people are living for many years after cancer treatment but we don`t yet know all the ways to support them to ensure the best possible recovery.,A growing number of people are living for many years after cancer treatment but we don`t yet know all the ways to support them to ensure the best possible recovery.,2019-11-27 09:13:23,2019-11-27 09:13:23,6219,6219,6219,6219,86,86,52,52,75,75,64,64,21,21,48,48,13,13,7,7,39,39
136,136,638,638,AR1T9V6PW5OD6,AR1T9V6PW5OD6,4,4,406,406,The research nurse or member of your clinical team will go through the information sheet with you and answer any questions you have.,The research nurse or member of your clinical team will go through the information sheet with you and answer any questions you have.,2019-11-27 09:15:58,2019-11-27 09:15:58,6419,6419,6419,6419,17,17,28,28,44,44,62,62,75,75,81,81,53,53,6,6,39,39
137,137,661,661,AR1T9V6PW5OD6,AR1T9V6PW5OD6,4,4,411,411,We will be asking participants to complete questionnaires to find out how men’s health and well-being is after diagnosis and treatment.,We will be asking participants to complete questionnaires to find out how men’s health and well-being is after diagnosis and treatment.,2019-11-27 09:17:25,2019-11-27 09:17:25,6419,6419,6419,6419,-41,-41,-51,-51,31,31,65,65,2,2,26,26,74,74,17,17,83,83
138,138,400,400,A3JBXAUGUPVIQR,A3JBXAUGUPVIQR,2,2,227,227,"Other studies collect data about people from their medical and hospital records, but we believe it is important to find out about your health and well-being from your perspective through your responses to questionnaires.","Other studies collect data about people from their medical and hospital records, but we believe it is important to find out about your health and well-being from your perspective through your responses to questionnaires.",2019-11-27 09:18:28,2019-11-27 09:18:28,6219,6219,6219,6219,47,47,33,33,11,11,85,85,54,54,2,2,-21,-21,79,79,68,68
139,139,275,275,AR1T9V6PW5OD6,AR1T9V6PW5OD6,4,4,416,416,Patients will have had a diagnosis of localised prostate cancer (cancer is confined to the prostate and hasn’t spread anywhere else in the body).,Patients will have had a diagnosis of localised prostate cancer (cancer is confined to the prostate and hasn’t spread anywhere else in the body).,2019-11-27 09:18:57,2019-11-27 09:18:57,6419,6419,6419,6419,69,69,54,54,45,45,31,31,73,73,28,28,16,16,87,87,2,2
140,140,1381,1381,AR1T9V6PW5OD6,AR1T9V6PW5OD6,4,4,418,418,We are interested in how a diagnosis of prostate cancer and its treatment affects a person’s health and well-being.,We are interested in how a diagnosis of prostate cancer and its treatment affects a person’s health and well-being.,2019-11-27 09:20:31,2019-11-27 09:20:31,6419,6419,6419,6419,1,1,27,27,85,85,38,38,63,63,56,56,14,14,42,42,-71,-71
141,141,421,421,AR1T9V6PW5OD6,AR1T9V6PW5OD6,4,4,433,433,"We are also gathering information for the TrueNTH Global Registry project that is routinely collected by the NHS, such as clinical and treatment details both through medical records and national databases such as the Health and Social Care Information Centre and other central UK bodies.","We are also gathering information for the TrueNTH Global Registry project that is routinely collected by the NHS, such as clinical and treatment details both through medical records and national databases such as the Health and Social Care Information Centre and other central UK bodies.",2019-11-27 09:22:03,2019-11-27 09:22:03,6419,6419,6419,6419,17,17,59,59,71,71,23,23,6,6,42,42,-81,-81,38,38,65,65
142,142,1500,1500,AR1T9V6PW5OD6,AR1T9V6PW5OD6,4,4,450,450,"If you are finding any aspect of your experience difficult, we can also provide you with details of where you might get more support.","If you are finding any aspect of your experience difficult, we can also provide you with details of where you might get more support.",2019-11-27 09:23:11,2019-11-27 09:23:11,6419,6419,6419,6419,87,87,35,35,76,76,13,13,24,24,51,51,45,45,62,62,-1,-1
143,143,604,604,AR1T9V6PW5OD6,AR1T9V6PW5OD6,4,4,455,455,"Processing your information for trials is necessary for the performance of a task carried out in the public interest (General Data Protection Regulation (GDPR) Article 6(1)(e)) and under Article 9(2)(j) necessary for archiving purposes in the public interest, scientific or historical research purposes in accordance with Article 89 (1).","Processing your information for trials is necessary for the performance of a task carried out in the public interest (General Data Protection Regulation (GDPR) Article 6(1)(e)) and under Article 9(2)(j) necessary for archiving purposes in the public interest, scientific or historical research purposes in accordance with Article 89 (1).",2019-11-27 09:24:43,2019-11-27 09:24:43,6419,6419,6419,6419,41,41,76,76,-81,-81,22,22,37,37,8,8,14,14,63,63,55,55
144,144,287,287,AR1T9V6PW5OD6,AR1T9V6PW5OD6,4,4,470,470,"The only people in the University of Southampton who will have access to information that identifies you will be people who need to contact you to send or request questionnaires, process and analyse your data, or audit the data collection process.","The only people in the University of Southampton who will have access to information that identifies you will be people who need to contact you to send or request questionnaires, process and analyse your data, or audit the data collection process.",2019-11-27 09:26:34,2019-11-27 09:26:34,6419,6419,6419,6419,87,87,-21,-21,6,6,53,53,79,79,48,48,61,61,34,34,15,15
145,145,414,414,AR1T9V6PW5OD6,AR1T9V6PW5OD6,4,4,472,472, Your hospital will keep identifiable information about you from this study for 10 years after the study has finished., Your hospital will keep identifiable information about you from this study for 10 years after the study has finished.,2019-11-27 09:27:29,2019-11-27 09:27:29,6419,6419,6419,6419,42,42,31,31,-1,-1,54,54,26,26,78,78,65,65,17,17,89,89
146,146,1713,1713,A3JBXAUGUPVIQR,A3JBXAUGUPVIQR,2,2,232,232,"After you have read the information sheet and have had your questions answered, you will be asked whether you are happy to take part in the study.","After you have read the information sheet and have had your questions answered, you will be asked whether you are happy to take part in the study.",2019-11-27 09:40:41,2019-11-27 09:40:41,6219,6219,6219,6219,46,46,11,11,83,83,74,74,22,22,35,35,57,57,9,9,68,68
147,147,1440,1440,A1C0AWJ1JULKO2,A1C0AWJ1JULKO2,4,4,406,406,The research nurse or member of your clinical team will go through the information sheet with you and answer any questions you have.,The research nurse or member of your clinical team will go through the information sheet with you and answer any questions you have.,2019-11-27 09:41:04,2019-11-27 09:41:04,6419,6419,6419,6419,41,41,82,82,6,6,54,54,27,27,38,38,-71,-71,15,15,63,63
148,148,435,435,A3JBXAUGUPVIQR,A3JBXAUGUPVIQR,2,2,234,234,You can complete the questionnaire during your hospital visit and hand it to the nurse or researcher or you can take it home to complete and return in the pre-paid envelope.,You can complete the questionnaire during your hospital visit and hand it to the nurse or researcher or you can take it home to complete and return in the pre-paid envelope.,2019-11-27 09:42:48,2019-11-27 09:42:48,6219,6219,6219,6219,71,71,22,22,36,36,84,84,-61,-61,19,19,5,5,47,47,53,53
149,149,662,662,A1C0AWJ1JULKO2,A1C0AWJ1JULKO2,4,4,411,411,We will be asking participants to complete questionnaires to find out how men’s health and well-being is after diagnosis and treatment.,We will be asking participants to complete questionnaires to find out how men’s health and well-being is after diagnosis and treatment.,2019-11-27 09:44:08,2019-11-27 09:44:08,6419,6419,6419,6419,38,38,29,29,65,65,2,2,56,56,87,87,73,73,41,41,14,14
150,150,1633,1633,A2HC04434S9TP0,A2HC04434S9TP0,3,3,312,312,Part of the Care Programme will be a workshop for men with prostate cancer which will help them better manage any prostate cancer related issues they have.,Part of the Care Programme will be a workshop for men with prostate cancer which will help them better manage any prostate cancer related issues they have.,2019-11-27 09:44:11,2019-11-27 09:44:11,6319,6319,6319,6319,21,21,16,16,78,78,-81,-81,67,67,4,4,32,32,43,43,55,55
151,151,102,102,A3JBXAUGUPVIQR,A3JBXAUGUPVIQR,2,2,263,263,"As a publicly funded organisation, we have to ensure that it is in the public interest when we use personally identifiable information from people who have agreed to take part in research.","As a publicly funded organisation, we have to ensure that it is in the public interest when we use personally identifiable information from people who have agreed to take part in research.",2019-11-27 09:44:37,2019-11-27 09:44:37,6219,6219,6219,6219,28,28,55,55,63,63,18,18,-31,-31,86,86,74,74,42,42,6,6
152,152,1195,1195,A2HC04434S9TP0,A2HC04434S9TP0,3,3,319,319,"No, taking part in this research is voluntary and your medical care will not be affected if you decide you do not wish to take part.","No, taking part in this research is voluntary and your medical care will not be affected if you decide you do not wish to take part.",2019-11-27 09:46:21,2019-11-27 09:46:21,6319,6319,6319,6319,81,81,77,77,12,12,55,55,24,24,39,39,48,48,66,66,3,3
153,153,1736,1736,A3JBXAUGUPVIQR,A3JBXAUGUPVIQR,2,2,264,264,"This means that when you agree to take part in a research study, we will use your data in the ways needed to conduct and analyse the research study.","This means that when you agree to take part in a research study, we will use your data in the ways needed to conduct and analyse the research study.",2019-11-27 09:46:26,2019-11-27 09:46:26,6219,6219,6219,6219,34,34,78,78,53,53,81,81,27,27,45,45,19,19,2,2,66,66
154,154,143,143,A1C0AWJ1JULKO2,A1C0AWJ1JULKO2,4,4,416,416,Patients will have had a diagnosis of localised prostate cancer (cancer is confined to the prostate and hasn’t spread anywhere else in the body).,Patients will have had a diagnosis of localised prostate cancer (cancer is confined to the prostate and hasn’t spread anywhere else in the body).,2019-11-27 09:47:26,2019-11-27 09:47:26,6419,6419,6419,6419,62,62,57,57,46,46,8,8,73,73,11,11,24,24,35,35,89,89
155,155,469,469,A3JBXAUGUPVIQR,A3JBXAUGUPVIQR,2,2,283,283,"When you agree to take part in a research study, the information about your health and care may be provided to researchers running other research studies in this organisation and in other organisations.","When you agree to take part in a research study, the information about your health and care may be provided to researchers running other research studies in this organisation and in other organisations.",2019-11-27 09:48:01,2019-11-27 09:48:01,6219,6219,6219,6219,46,46,-11,-11,83,83,1,1,65,65,54,54,79,79,32,32,28,28
156,156,367,367,A2HC04434S9TP0,A2HC04434S9TP0,3,3,324,324,"The questionnaire can be completed at the end of the workshop session, or at home and returned to us in a freepost envelope which we will provide.","The questionnaire can be completed at the end of the workshop session, or at home and returned to us in a freepost envelope which we will provide.",2019-11-27 09:48:39,2019-11-27 09:48:39,6319,6319,6319,6319,78,78,17,17,61,61,55,55,89,89,3,3,44,44,26,26,32,32
157,157,1355,1355,A1C0AWJ1JULKO2,A1C0AWJ1JULKO2,4,4,418,418,We are interested in how a diagnosis of prostate cancer and its treatment affects a person’s health and well-being.,We are interested in how a diagnosis of prostate cancer and its treatment affects a person’s health and well-being.,2019-11-27 09:50:04,2019-11-27 09:50:04,6419,6419,6419,6419,23,23,45,45,66,66,71,71,54,54,37,37,-1,-1,-11,-11,82,82
158,158,711,711,A3JBXAUGUPVIQR,A3JBXAUGUPVIQR,2,2,2100,2100,"If you have agreed for us to collect routine NHS data this will be tracked using your NHS and hospital numbers, but your name will be removed.","If you have agreed for us to collect routine NHS data this will be tracked using your NHS and hospital numbers, but your name will be removed.",2019-11-27 09:51:44,2019-11-27 09:51:44,6219,6219,6219,6219,73,73,16,16,3,3,21,21,58,58,35,35,47,47,64,64,86,86
159,159,234,234,AFAX6KGS1P9GI,AFAX6KGS1P9GI,2,2,222,222,A growing number of people are living for many years after cancer treatment but we don`t yet know all the ways to support them to ensure the best possible recovery.,A growing number of people are living for many years after cancer treatment but we don`t yet know all the ways to support them to ensure the best possible recovery.,2019-11-27 09:51:50,2019-11-27 09:51:50,6219,6219,6219,6219,-81,-81,22,22,-11,-11,43,43,61,61,4,4,55,55,-31,-31,76,76
160,160,527,527,A2HC04434S9TP0,A2HC04434S9TP0,3,3,333,333,"It is unlikely that you will benefit directly from taking part in this research, but the results from the study will help us to further develop and improve services for men with prostate cancer.","It is unlikely that you will benefit directly from taking part in this research, but the results from the study will help us to further develop and improve services for men with prostate cancer.",2019-11-27 09:52:12,2019-11-27 09:52:12,6319,6319,6319,6319,47,47,17,17,54,54,31,31,23,23,5,5,68,68,-81,-81,-71,-71
161,161,878,878,A3JBXAUGUPVIQR,A3JBXAUGUPVIQR,2,2,2112,2112,"We will inform your GP that you are taking part in this study, and may contact your GP before mailing out the follow up questionnaire in case your details have changed or you have moved.","We will inform your GP that you are taking part in this study, and may contact your GP before mailing out the follow up questionnaire in case your details have changed or you have moved.",2019-11-27 09:52:54,2019-11-27 09:52:54,6219,6219,6219,6219,27,27,14,14,2,2,51,51,46,46,78,78,-81,-81,32,32,69,69
162,162,909,909,AFAX6KGS1P9GI,AFAX6KGS1P9GI,2,2,227,227,"Other studies collect data about people from their medical and hospital records, but we believe it is important to find out about your health and well-being from your perspective through your responses to questionnaires.","Other studies collect data about people from their medical and hospital records, but we believe it is important to find out about your health and well-being from your perspective through your responses to questionnaires.",2019-11-27 09:53:14,2019-11-27 09:53:14,6219,6219,6219,6219,76,76,12,12,24,24,65,65,-31,-31,1,1,-51,-51,-81,-81,42,42
163,163,443,443,A1C0AWJ1JULKO2,A1C0AWJ1JULKO2,4,4,433,433,"We are also gathering information for the TrueNTH Global Registry project that is routinely collected by the NHS, such as clinical and treatment details both through medical records and national databases such as the Health and Social Care Information Centre and other central UK bodies.","We are also gathering information for the TrueNTH Global Registry project that is routinely collected by the NHS, such as clinical and treatment details both through medical records and national databases such as the Health and Social Care Information Centre and other central UK bodies.",2019-11-27 09:53:21,2019-11-27 09:53:21,6419,6419,6419,6419,44,44,83,83,-61,-61,55,55,7,7,-11,-11,72,72,31,31,26,26
164,164,666,666,A2HC04434S9TP0,A2HC04434S9TP0,3,3,341,341,Neither the information that is collected about you during the course of the study nor any of the results published will identify you personally.,Neither the information that is collected about you during the course of the study nor any of the results published will identify you personally.,2019-11-27 09:54:08,2019-11-27 09:54:08,6319,6319,6319,6319,-11,-11,-1,-1,89,89,72,72,-31,-31,23,23,-51,-51,61,61,-41,-41
165,165,725,725,AFAX6KGS1P9GI,AFAX6KGS1P9GI,2,2,232,232,"After you have read the information sheet and have had your questions answered, you will be asked whether you are happy to take part in the study.","After you have read the information sheet and have had your questions answered, you will be asked whether you are happy to take part in the study.",2019-11-27 09:54:15,2019-11-27 09:54:15,6219,6219,6219,6219,15,15,89,89,41,41,26,26,78,78,63,63,4,4,52,52,37,37
166,166,435,435,AFAX6KGS1P9GI,AFAX6KGS1P9GI,2,2,234,234,You can complete the questionnaire during your hospital visit and hand it to the nurse or researcher or you can take it home to complete and return in the pre-paid envelope.,You can complete the questionnaire during your hospital visit and hand it to the nurse or researcher or you can take it home to complete and return in the pre-paid envelope.,2019-11-27 09:55:30,2019-11-27 09:55:30,6219,6219,6219,6219,5,5,16,16,-61,-61,83,83,44,44,-21,-21,37,37,71,71,52,52
167,167,216,216,A2HC04434S9TP0,A2HC04434S9TP0,3,3,342,342,"Instead, you will be allocated a number at the start of the study that will be used to identify your data; your name and address will not be recorded on the questionnaire.","Instead, you will be allocated a number at the start of the study that will be used to identify your data; your name and address will not be recorded on the questionnaire.",2019-11-27 09:56:12,2019-11-27 09:56:12,6319,6319,6319,6319,9,9,53,53,81,81,42,42,18,18,36,36,27,27,75,75,64,64
168,168,1186,1186,A1C0AWJ1JULKO2,A1C0AWJ1JULKO2,4,4,450,450,"If you are finding any aspect of your experience difficult, we can also provide you with details of where you might get more support.","If you are finding any aspect of your experience difficult, we can also provide you with details of where you might get more support.",2019-11-27 09:56:20,2019-11-27 09:56:20,6419,6419,6419,6419,22,22,31,31,65,65,16,16,74,74,87,87,43,43,8,8,-51,-51
169,169,309,309,AFAX6KGS1P9GI,AFAX6KGS1P9GI,2,2,263,263,"As a publicly funded organisation, we have to ensure that it is in the public interest when we use personally identifiable information from people who have agreed to take part in research.","As a publicly funded organisation, we have to ensure that it is in the public interest when we use personally identifiable information from people who have agreed to take part in research.",2019-11-27 09:56:20,2019-11-27 09:56:20,6219,6219,6219,6219,-71,-71,84,84,15,15,53,53,-21,-21,1,1,32,32,-61,-61,-41,-41
170,170,1606,1606,AFAX6KGS1P9GI,AFAX6KGS1P9GI,2,2,264,264,"This means that when you agree to take part in a research study, we will use your data in the ways needed to conduct and analyse the research study.","This means that when you agree to take part in a research study, we will use your data in the ways needed to conduct and analyse the research study.",2019-11-27 09:57:04,2019-11-27 09:57:04,6219,6219,6219,6219,22,22,36,36,61,61,59,59,73,73,87,87,48,48,4,4,15,15
171,171,469,469,AFAX6KGS1P9GI,AFAX6KGS1P9GI,2,2,283,283,"When you agree to take part in a research study, the information about your health and care may be provided to researchers running other research studies in this organisation and in other organisations.","When you agree to take part in a research study, the information about your health and care may be provided to researchers running other research studies in this organisation and in other organisations.",2019-11-27 09:57:54,2019-11-27 09:57:54,6219,6219,6219,6219,4,4,-61,-61,82,82,-21,-21,-51,-51,71,71,33,33,-11,-11,-41,-41
172,172,445,445,A2HC04434S9TP0,A2HC04434S9TP0,3,3,343,343,All personal details (such as your name and address) will be stored separately in locked filling cabinets and held on computers which will be password protected and only accessible by members of the University of Southampton research team.,All personal details (such as your name and address) will be stored separately in locked filling cabinets and held on computers which will be password protected and only accessible by members of the University of Southampton research team.,2019-11-27 09:58:13,2019-11-27 09:58:13,6319,6319,6319,6319,82,82,68,68,6,6,43,43,71,71,-21,-21,-51,-51,17,17,39,39
173,173,711,711,AFAX6KGS1P9GI,AFAX6KGS1P9GI,2,2,2100,2100,"If you have agreed for us to collect routine NHS data this will be tracked using your NHS and hospital numbers, but your name will be removed.","If you have agreed for us to collect routine NHS data this will be tracked using your NHS and hospital numbers, but your name will be removed.",2019-11-27 09:58:30,2019-11-27 09:58:30,6219,6219,6219,6219,18,18,-31,-31,42,42,54,54,1,1,23,23,66,66,75,75,87,87
174,174,347,347,AFAX6KGS1P9GI,AFAX6KGS1P9GI,2,2,2112,2112,"We will inform your GP that you are taking part in this study, and may contact your GP before mailing out the follow up questionnaire in case your details have changed or you have moved.","We will inform your GP that you are taking part in this study, and may contact your GP before mailing out the follow up questionnaire in case your details have changed or you have moved.",2019-11-27 09:59:34,2019-11-27 09:59:34,6219,6219,6219,6219,11,11,-21,-21,63,63,-41,-41,-51,-51,84,84,-1,-1,-71,-71,32,32
175,175,1487,1487,A2HC04434S9TP0,A2HC04434S9TP0,3,3,346,346,The purpose of the research is to develop a workshop which is right for men with prostate cancer and your views will be used to do this.,The purpose of the research is to develop a workshop which is right for men with prostate cancer and your views will be used to do this.,2019-11-27 10:00:05,2019-11-27 10:00:05,6319,6319,6319,6319,64,64,51,51,-1,-1,35,35,43,43,-11,-11,88,88,-21,-21,79,79
176,176,604,604,A1C0AWJ1JULKO2,A1C0AWJ1JULKO2,4,4,455,455,"Processing your information for trials is necessary for the performance of a task carried out in the public interest (General Data Protection Regulation (GDPR) Article 6(1)(e)) and under Article 9(2)(j) necessary for archiving purposes in the public interest, scientific or historical research purposes in accordance with Article 89 (1).","Processing your information for trials is necessary for the performance of a task carried out in the public interest (General Data Protection Regulation (GDPR) Article 6(1)(e)) and under Article 9(2)(j) necessary for archiving purposes in the public interest, scientific or historical research purposes in accordance with Article 89 (1).",2019-11-27 10:00:51,2019-11-27 10:00:51,6419,6419,6419,6419,5,5,22,22,87,87,78,78,61,61,-41,-41,33,33,14,14,56,56
177,177,153,153,A2HC04434S9TP0,A2HC04434S9TP0,3,3,359,359,"If, having read this information, you are happy to take part, please complete the questionnaire and return it to the researcher at the workshop, or send it to us at the University of Southampton in the pre-paid envelope provided.","If, having read this information, you are happy to take part, please complete the questionnaire and return it to the researcher at the workshop, or send it to us at the University of Southampton in the pre-paid envelope provided.",2019-11-27 10:02:38,2019-11-27 10:02:38,6319,6319,6319,6319,12,12,47,47,-71,-71,-61,-61,89,89,38,38,1,1,-51,-51,26,26
178,178,187,187,A2CA5NH50MKUPY,A2CA5NH50MKUPY,2,2,222,222,A growing number of people are living for many years after cancer treatment but we don`t yet know all the ways to support them to ensure the best possible recovery.,A growing number of people are living for many years after cancer treatment but we don`t yet know all the ways to support them to ensure the best possible recovery.,2019-11-27 10:26:59,2019-11-27 10:26:59,6219,6219,6219,6219,76,76,29,29,8,8,36,36,57,57,17,17,87,87,45,45,65,65
179,179,909,909,A2CA5NH50MKUPY,A2CA5NH50MKUPY,2,2,227,227,"Other studies collect data about people from their medical and hospital records, but we believe it is important to find out about your health and well-being from your perspective through your responses to questionnaires.","Other studies collect data about people from their medical and hospital records, but we believe it is important to find out about your health and well-being from your perspective through your responses to questionnaires.",2019-11-27 10:30:20,2019-11-27 10:30:20,6219,6219,6219,6219,78,78,65,65,59,59,8,8,-11,-11,47,47,-31,-31,82,82,23,23
180,180,909,909,A2CA5NH50MKUPY,A2CA5NH50MKUPY,2,2,227,227,"Other studies collect data about people from their medical and hospital records, but we believe it is important to find out about your health and well-being from your perspective through your responses to questionnaires.","Other studies collect data about people from their medical and hospital records, but we believe it is important to find out about your health and well-being from your perspective through your responses to questionnaires.",2019-11-27 10:30:49,2019-11-27 10:30:49,6219,6219,6219,6219,78,78,65,65,59,59,8,8,-11,-11,47,47,-31,-31,82,82,23,23
181,181,529,529,A2CA5NH50MKUPY,A2CA5NH50MKUPY,2,2,232,232,"After you have read the information sheet and have had your questions answered, you will be asked whether you are happy to take part in the study.","After you have read the information sheet and have had your questions answered, you will be asked whether you are happy to take part in the study.",2019-11-27 10:33:20,2019-11-27 10:33:20,6219,6219,6219,6219,32,32,75,75,46,46,18,18,6,6,64,64,59,59,83,83,27,27
182,182,167,167,A1C0AWJ1JULKO2,A1C0AWJ1JULKO2,4,4,470,470,"The only people in the University of Southampton who will have access to information that identifies you will be people who need to contact you to send or request questionnaires, process and analyse your data, or audit the data collection process.","The only people in the University of Southampton who will have access to information that identifies you will be people who need to contact you to send or request questionnaires, process and analyse your data, or audit the data collection process.",2019-11-27 10:33:45,2019-11-27 10:33:45,6419,6419,6419,6419,45,45,22,22,88,88,33,33,67,67,11,11,9,9,76,76,54,54
183,183,618,618,A2CA5NH50MKUPY,A2CA5NH50MKUPY,2,2,234,234,You can complete the questionnaire during your hospital visit and hand it to the nurse or researcher or you can take it home to complete and return in the pre-paid envelope.,You can complete the questionnaire during your hospital visit and hand it to the nurse or researcher or you can take it home to complete and return in the pre-paid envelope.,2019-11-27 10:37:04,2019-11-27 10:37:04,6219,6219,6219,6219,27,27,37,37,18,18,66,66,76,76,87,87,6,6,46,46,55,55
184,184,350,350,A1C0AWJ1JULKO2,A1C0AWJ1JULKO2,4,4,472,472, Your hospital will keep identifiable information about you from this study for 10 years after the study has finished., Your hospital will keep identifiable information about you from this study for 10 years after the study has finished.,2019-11-27 10:38:46,2019-11-27 10:38:46,6419,6419,6419,6419,7,7,78,78,-81,-81,36,36,25,25,14,14,63,63,52,52,41,41
185,185,309,309,A2CA5NH50MKUPY,A2CA5NH50MKUPY,2,2,263,263,"As a publicly funded organisation, we have to ensure that it is in the public interest when we use personally identifiable information from people who have agreed to take part in research.","As a publicly funded organisation, we have to ensure that it is in the public interest when we use personally identifiable information from people who have agreed to take part in research.",2019-11-27 10:42:18,2019-11-27 10:42:18,6219,6219,6219,6219,17,17,87,87,72,72,49,49,1,1,35,35,28,28,58,58,66,66
186,186,1160,1160,A2CA5NH50MKUPY,A2CA5NH50MKUPY,2,2,264,264,"This means that when you agree to take part in a research study, we will use your data in the ways needed to conduct and analyse the research study.","This means that when you agree to take part in a research study, we will use your data in the ways needed to conduct and analyse the research study.",2019-11-27 10:44:23,2019-11-27 10:44:23,6219,6219,6219,6219,31,31,75,75,6,6,58,58,48,48,27,27,67,67,-81,-81,14,14
187,187,1931,1931, COPIEDAOJKD4QGUIDYG, COPIEDAOJKD4QGUIDYG,4,4,406,406,The research nurse or member of your clinical team will go through the information sheet with you and answer any questions you have.,The research nurse or member of your clinical team will go through the information sheet with you and answer any questions you have.,2019-11-27 10:45:42,2019-11-27 10:45:42,6419,6419,6419,6419,75,75,14,14,32,32,23,23,69,69,47,47,58,58,1,1,86,86
188,188,707,707,A2CA5NH50MKUPY,A2CA5NH50MKUPY,2,2,283,283,"When you agree to take part in a research study, the information about your health and care may be provided to researchers running other research studies in this organisation and in other organisations.","When you agree to take part in a research study, the information about your health and care may be provided to researchers running other research studies in this organisation and in other organisations.",2019-11-27 10:48:09,2019-11-27 10:48:09,6219,6219,6219,6219,55,55,76,76,15,15,-61,-61,81,81,36,36,2,2,-21,-21,49,49
189,189,627,627, COPIEDAOJKD4QGUIDYG, COPIEDAOJKD4QGUIDYG,4,4,411,411,We will be asking participants to complete questionnaires to find out how men’s health and well-being is after diagnosis and treatment.,We will be asking participants to complete questionnaires to find out how men’s health and well-being is after diagnosis and treatment.,2019-11-27 10:48:16,2019-11-27 10:48:16,6419,6419,6419,6419,87,87,42,42,-61,-61,78,78,13,13,56,56,35,35,4,4,21,21
190,190,1822,1822,A2CA5NH50MKUPY,A2CA5NH50MKUPY,2,2,2100,2100,"If you have agreed for us to collect routine NHS data this will be tracked using your NHS and hospital numbers, but your name will be removed.","If you have agreed for us to collect routine NHS data this will be tracked using your NHS and hospital numbers, but your name will be removed.",2019-11-27 10:50:45,2019-11-27 10:50:45,6219,6219,6219,6219,77,77,84,84,44,44,17,17,26,26,62,62,38,38,53,53,2,2
191,191,286,286, COPIEDAOJKD4QGUIDYG, COPIEDAOJKD4QGUIDYG,4,4,416,416,Patients will have had a diagnosis of localised prostate cancer (cancer is confined to the prostate and hasn’t spread anywhere else in the body).,Patients will have had a diagnosis of localised prostate cancer (cancer is confined to the prostate and hasn’t spread anywhere else in the body).,2019-11-27 10:51:30,2019-11-27 10:51:30,6419,6419,6419,6419,14,14,31,31,46,46,72,72,81,81,55,55,23,23,-1,-1,67,67
192,192,755,755,A2CA5NH50MKUPY,A2CA5NH50MKUPY,2,2,2112,2112,"We will inform your GP that you are taking part in this study, and may contact your GP before mailing out the follow up questionnaire in case your details have changed or you have moved.","We will inform your GP that you are taking part in this study, and may contact your GP before mailing out the follow up questionnaire in case your details have changed or you have moved.",2019-11-27 10:55:02,2019-11-27 10:55:02,6219,6219,6219,6219,58,58,-41,-41,78,78,83,83,24,24,9,9,17,17,35,35,67,67
193,193,1489,1489, COPIEDAOJKD4QGUIDYG, COPIEDAOJKD4QGUIDYG,4,4,418,418,We are interested in how a diagnosis of prostate cancer and its treatment affects a person’s health and well-being.,We are interested in how a diagnosis of prostate cancer and its treatment affects a person’s health and well-being.,2019-11-27 11:16:50,2019-11-27 11:16:50,6419,6419,6419,6419,65,65,82,82,11,11,-21,-21,39,39,56,56,78,78,7,7,43,43
194,194,664,664, COPIEDAOJKD4QGUIDYG, COPIEDAOJKD4QGUIDYG,4,4,433,433,"We are also gathering information for the TrueNTH Global Registry project that is routinely collected by the NHS, such as clinical and treatment details both through medical records and national databases such as the Health and Social Care Information Centre and other central UK bodies.","We are also gathering information for the TrueNTH Global Registry project that is routinely collected by the NHS, such as clinical and treatment details both through medical records and national databases such as the Health and Social Care Information Centre and other central UK bodies.",2019-11-27 11:19:54,2019-11-27 11:19:54,6419,6419,6419,6419,63,63,51,51,6,6,15,15,32,32,77,77,-21,-21,84,84,-41,-41
195,195,1246,1246, COPIEDAOJKD4QGUIDYG, COPIEDAOJKD4QGUIDYG,4,4,450,450,"If you are finding any aspect of your experience difficult, we can also provide you with details of where you might get more support.","If you are finding any aspect of your experience difficult, we can also provide you with details of where you might get more support.",2019-11-27 11:40:48,2019-11-27 11:40:48,6419,6419,6419,6419,32,32,28,28,47,47,1,1,66,66,79,79,14,14,85,85,-51,-51
196,196,1092,1092,A14MCHQB6Z8MVT,A14MCHQB6Z8MVT,3,3,312,312,Part of the Care Programme will be a workshop for men with prostate cancer which will help them better manage any prostate cancer related issues they have.,Part of the Care Programme will be a workshop for men with prostate cancer which will help them better manage any prostate cancer related issues they have.,2019-11-27 11:43:34,2019-11-27 11:43:34,6319,6319,6319,6319,62,62,37,37,-21,-21,76,76,55,55,44,44,1,1,88,88,13,13
