idKwdQs,0,idReviser,1,idLeaflet,2,kwdQs1,3,kwdQs2,4,kwdQs3,5,kwdQs4,6,dateT,7,flag,8,idGroup,9
213,213,A2XD5QTL6H2LIY,A2XD5QTL6H2LIY,3,3,"National Health Service","National Health Service","Not sure","Not sure","General practitioner","General practitioner","personal protection insurance","personal protection insurance","2019-08-30 11:46:53","2019-08-30 11:46:53",123,123,133,133
214,214,AXID3RPK6NZT6,AXID3RPK6NZT6,4,4,"National Health Service","National Health Service","Randomised Controlled Trial","Randomised Controlled Trial","Genera Practicioner","Genera Practicioner","Personal and Public Involvement","Personal and Public Involvement","2019-08-30 11:52:20","2019-08-30 11:52:20",123,123,143,143
215,215,A13T8GV5PDF82B,A13T8GV5PDF82B,3,3,"National Health Service","National Health Service","Randomised control trial","Randomised control trial","General practitioner","General practitioner","Payment protection insurance","Payment protection insurance","2019-08-30 11:53:10","2019-08-30 11:53:10",123,123,133,133
216,216,AXID3RPK6NZT6,AXID3RPK6NZT6,3,3,"National Health Service","National Health Service","Randomised Controlled Trial","Randomised Controlled Trial","Genera Practicioner","Genera Practicioner","Personal and Public Involvement","Personal and Public Involvement","2019-08-30 11:56:00","2019-08-30 11:56:00",123,123,133,133
217,217,AEQ0FXD00UB2Z,AEQ0FXD00UB2Z,3,3,"National Health Service","National Health Service","Randomised Clinical Trial","Randomised Clinical Trial","General Practitioner","General Practitioner","Payment Protection Insurance","Payment Protection Insurance","2019-08-30 11:58:39","2019-08-30 11:58:39",123,123,133,133
218,218,A300NSYGWVGOMM,A300NSYGWVGOMM,3,3,"National Health Service","National Health Service","Randomized controlled trial","Randomized controlled trial","General Practictioner","General Practictioner","Payment Protection Insurance","Payment Protection Insurance","2019-08-30 12:00:00","2019-08-30 12:00:00",123,123,133,133
219,219,AEQ0FXD00UB2Z,AEQ0FXD00UB2Z,4,4,"National Health Service","National Health Service","Randomised Clinical Trial","Randomised Clinical Trial","General Practitioner","General Practitioner","Payment Protection Insurance","Payment Protection Insurance","2019-08-30 12:06:19","2019-08-30 12:06:19",123,123,143,143
220,220,A1S25NBTJQC64E,A1S25NBTJQC64E,4,4,"National Health Service","National Health Service","Randomized Controlled Trial","Randomized Controlled Trial","General Practitioner ","General Practitioner ","Payment Protection Insurance","Payment Protection Insurance","2019-08-30 12:10:49","2019-08-30 12:10:49",123,123,143,143
221,221,A2FXX3H2NQCQB3,A2FXX3H2NQCQB3,4,4,"health care and medical services that everyone in the UK can use","health care and medical services that everyone in the UK can use"," randomized controlled trial"," randomized controlled trial","General practice of medical services","General practice of medical services","Payment Protection Insurance","Payment Protection Insurance","2019-08-30 12:31:57","2019-08-30 12:31:57",123,123,143,143
222,222,A1UYK7SUH7SQ6W,A1UYK7SUH7SQ6W,4,4,"National Health Services","National Health Services","Root Canal Treatment","Root Canal Treatment","General Practitioner","General Practitioner","Proton Pump Inhibitor","Proton Pump Inhibitor","2019-08-30 12:34:37","2019-08-30 12:34:37",123,123,143,143
223,223,A2TZH3L7RO6RFS,A2TZH3L7RO6RFS,3,3,"national health service","national health service",rct,rct,"general practitioner","general practitioner","payment protection  insurance","payment protection  insurance","2019-08-30 12:42:13","2019-08-30 12:42:13",123,123,133,133
224,224,A2T63C3AQSLSGA,A2T63C3AQSLSGA,4,4,"National Health Service","National Health Service","Randomised Control Trial","Randomised Control Trial","General Practitioner","General Practitioner","Payment Protection Insurance","Payment Protection Insurance","2019-08-30 13:03:06","2019-08-30 13:03:06",123,123,143,143
225,225,A25RJ54AHZGDOO,A25RJ54AHZGDOO,3,3,"National Health Service","National Health Service","Randomised Control Trial","Randomised Control Trial","General Practitioner","General Practitioner","Proton Pump Inhibitor","Proton Pump Inhibitor","2019-08-30 13:08:13","2019-08-30 13:08:13",123,123,133,133
226,226,A3OAH2XXHT3FOS,A3OAH2XXHT3FOS,4,4,"National Health Service","National Health Service","Road Traffic Collision (UK)","Road Traffic Collision (UK)","general practitioner","general practitioner","Payment protection insurance","Payment protection insurance","2019-08-30 13:22:46","2019-08-30 13:22:46",123,123,143,143
227,227,A3DD63B3AMQ9NP,A3DD63B3AMQ9NP,4,4,"National health service","National health service","Randomised Control Trial","Randomised Control Trial","General Practitioner ","General Practitioner ","Proton Pump Inhibitor","Proton Pump Inhibitor","2019-08-30 15:22:13","2019-08-30 15:22:13",123,123,143,143
228,228,v2,v2,2,2,n,n,r,r,g,g,p,p,"2019-09-09 19:40:49","2019-09-09 19:40:49",2123,2123,23,23
229,229,v2,v2,2,2,q,q,q,q,q,q,q,q,"2019-09-09 20:16:13","2019-09-09 20:16:13",2123,2123,23,23
230,230,o132,o132,2,2,1,1,1,1,1,1,1,1,"2019-09-09 20:22:03","2019-09-09 20:22:03",132,132,22,22
231,231,A3SITW767PUHIN,A3SITW767PUHIN,2,2,"national health service","national health service","randomised clinical trial","randomised clinical trial","general practitioner","general practitioner","proton pump inhibitor","proton pump inhibitor","2019-09-09 20:33:29","2019-09-09 20:33:29",132,132,22,22
232,232,A1RCBWN98I5B90,A1RCBWN98I5B90,2,2,"National Health Serivce","National Health Serivce","Randomized controlled trial","Randomized controlled trial","general practitioner","general practitioner","Proton pump inhibitors","Proton pump inhibitors","2019-09-09 20:35:06","2019-09-09 20:35:06",2123,2123,23,23
233,233,A3COQALEXT650,A3COQALEXT650,2,2,"national health service","national health service","royal chartered tech","royal chartered tech","general practitioner","general practitioner","payment protection insurance","payment protection insurance","2019-09-09 20:39:43","2019-09-09 20:39:43",2123,2123,23,23
234,234,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,"National Health Service","National Health Service","Randomised Controlled Trial","Randomised Controlled Trial","Genera Practicioner","Genera Practicioner","Personal and Public Involvement","Personal and Public Involvement","2019-09-09 20:43:36","2019-09-09 20:43:36",2123,2123,23,23
235,235,A1OHAG1MM8G7F7,A1OHAG1MM8G7F7,2,2,"National Health Service","National Health Service","Randomised Controlled Trial","Randomised Controlled Trial","General Practitioner","General Practitioner","Proton Pump Inhibitor","Proton Pump Inhibitor","2019-09-09 20:46:11","2019-09-09 20:46:11",132,132,22,22
236,236,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,"National Health Service","National Health Service","Randomised Controlled Trial","Randomised Controlled Trial","Genera Practicioner","Genera Practicioner","Personal and Public Involvement","Personal and Public Involvement","2019-09-09 20:53:33","2019-09-09 20:53:33",132,132,22,22
237,237,A1OHAG1MM8G7F7,A1OHAG1MM8G7F7,2,2,"National Health Service","National Health Service","Randomised Controlled Trial","Randomised Controlled Trial","General Practitioner","General Practitioner","Proton Pump Inhibitor","Proton Pump Inhibitor","2019-09-09 20:55:57","2019-09-09 20:55:57",2123,2123,23,23
238,238,A3PX8ILC809788,A3PX8ILC809788,2,2,"National Health Service","National Health Service","Randomised Controlled Trial","Randomised Controlled Trial","General Practitioner","General Practitioner","Payment Protection Insurance","Payment Protection Insurance","2019-09-09 20:58:37","2019-09-09 20:58:37",2123,2123,23,23
239,239,AUZUHON52J10U,AUZUHON52J10U,2,2,"National Health Service","National Health Service","Randomised Control  Trial","Randomised Control  Trial","General Practitioner","General Practitioner","Patient and public involvement","Patient and public involvement","2019-09-09 21:01:29","2019-09-09 21:01:29",132,132,22,22
240,240,A27P16LFLZGFPR,A27P16LFLZGFPR,2,2,"national health service","national health service","randomised control trial","randomised control trial","general practitional","general practitional","paired-pulse inhibition","paired-pulse inhibition","2019-09-09 21:06:36","2019-09-09 21:06:36",2123,2123,23,23
241,241,AUZUHON52J10U,AUZUHON52J10U,2,2,"National Health Service","National Health Service","Randomised Control  Trial","Randomised Control  Trial","General Practitioner","General Practitioner","Patient and public involvement","Patient and public involvement","2019-09-09 21:16:15","2019-09-09 21:16:15",2123,2123,23,23
242,242,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,"National Health Service","National Health Service","Randomised Clinical Trial?","Randomised Clinical Trial?","General Practitioner (personal doctor) ","General Practitioner (personal doctor) ","patient/personal involvement","patient/personal involvement","2019-09-09 21:17:26","2019-09-09 21:17:26",2123,2123,23,23
243,243,A27QIBL4MO6Z0X,A27QIBL4MO6Z0X,2,2,"national health service","national health service","Randomized controlled trial","Randomized controlled trial","general practitioner ","general practitioner ","Payment protection insurance ","Payment protection insurance ","2019-09-09 21:18:08","2019-09-09 21:18:08",132,132,22,22
244,244,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,"National Health Service","National Health Service","Randomised Clinical Trial?","Randomised Clinical Trial?","General Practitioner (personal doctor) ","General Practitioner (personal doctor) ","patient/personal involvement","patient/personal involvement","2019-09-09 21:23:46","2019-09-09 21:23:46",132,132,22,22
245,245,A27P16LFLZGFPR,A27P16LFLZGFPR,2,2,"national health service","national health service","randomised control trial","randomised control trial","general practitional","general practitional","paired-pulse inhibition","paired-pulse inhibition","2019-09-09 21:26:37","2019-09-09 21:26:37",132,132,22,22
246,246,A25RJ54AHZGDOO,A25RJ54AHZGDOO,2,2,"National Health Service","National Health Service","Randomised Control Trial","Randomised Control Trial","General Practitioner","General Practitioner","Proton Pump Inhibitor","Proton Pump Inhibitor","2019-09-09 21:49:18","2019-09-09 21:49:18",132,132,22,22
247,247,A25RJ54AHZGDOO,A25RJ54AHZGDOO,2,2,"National Health Service","National Health Service","Randomised Control Trial","Randomised Control Trial","General Practitioner","General Practitioner","Proton Pump Inhibitor","Proton Pump Inhibitor","2019-09-09 22:26:05","2019-09-09 22:26:05",2123,2123,23,23
248,248,,,,,,,,,,,,,"2019-09-09 22:27:50","2019-09-09 22:27:50",,,0,0
249,249,AHM33ZI3BLDX1,AHM33ZI3BLDX1,2,2,"national health service","national health service","randomised controlled trial","randomised controlled trial","general practicioner","general practicioner","personal payment insurance","personal payment insurance","2019-09-10 01:00:10","2019-09-10 01:00:10",132,132,22,22
250,250,A2HCPK7302F0V6,A2HCPK7302F0V6,2,2,"National Health Service","National Health Service","Randomised controlled trial","Randomised controlled trial","Genral Practitioner","Genral Practitioner","Payment Protection Insurance","Payment Protection Insurance","2019-09-10 09:42:42","2019-09-10 09:42:42",3123,3123,23,23
251,251,A204QNV939BM0R,A204QNV939BM0R,2,2,"National Health Service","National Health Service","Random controlled trial","Random controlled trial","General practioner","General practioner","Payment protection insurance","Payment protection insurance","2019-09-10 09:43:31","2019-09-10 09:43:31",3123,3123,23,23
252,252,A3VRR7TNM21CQZ,A3VRR7TNM21CQZ,2,2,"National Health Service","National Health Service","Randomized controlled trial","Randomized controlled trial","General practitioner","General practitioner","PPL Corporation Electric services company","PPL Corporation Electric services company","2019-09-10 10:04:08","2019-09-10 10:04:08",3123,3123,23,23
253,253,A1NVQWRO6FJDBI,A1NVQWRO6FJDBI,2,2,"National health scheme","National health scheme",,,"General physician ","General physician ",,,"2019-09-10 10:13:55","2019-09-10 10:13:55",213,213,22,22
254,254,A3VRR7TNM21CQZ,A3VRR7TNM21CQZ,2,2,"National Health Service","National Health Service","Randomized controlled trial","Randomized controlled trial","General practitioner","General practitioner","Payment protection insurance","Payment protection insurance","2019-09-10 10:22:32","2019-09-10 10:22:32",213,213,22,22
255,255,A2MHJVAA3RH21R,A2MHJVAA3RH21R,2,2,"National health service","National health service","randomised control trial ","randomised control trial ","General practitioner ","General practitioner ","Payment proctection insurance","Payment proctection insurance","2019-09-10 10:32:46","2019-09-10 10:32:46",213,213,22,22
256,256,A33UFT5HSU412H,A33UFT5HSU412H,2,2,"National Health Service","National Health Service","Real Clinical Trial","Real Clinical Trial","General Practioner","General Practioner","Payment Protection Insurance","Payment Protection Insurance","2019-09-10 10:51:38","2019-09-10 10:51:38",213,213,22,22
257,257,A2TZH3L7RO6RFS,A2TZH3L7RO6RFS,2,2,"National Health Service","National Health Service",R,R,"General Practitioner ","General Practitioner ","Payment Protection Insurance","Payment Protection Insurance","2019-09-10 10:52:44","2019-09-10 10:52:44",213,213,22,22
258,258,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,"National Health Service","National Health Service","Randomised Controlled Trial","Randomised Controlled Trial","Genera Practicioner","Genera Practicioner","Personal and Public Involvement","Personal and Public Involvement","2019-09-10 11:14:07","2019-09-10 11:14:07",213,213,22,22
259,259,"A26EN6J1ENYOC ","A26EN6J1ENYOC ",2,2,"National Health Services","National Health Services","randomized controlled trial","randomized controlled trial","general practitioner","general practitioner","Payment protection insurance","Payment protection insurance","2019-09-10 11:17:59","2019-09-10 11:17:59",213,213,22,22
260,260,A1HX579VKHLYZX,A1HX579VKHLYZX,2,2,"National  health service ","National  health service ","randomized controlled trial ","randomized controlled trial ","General practice ","General practice ","Payment protection insurance","Payment protection insurance","2019-09-10 11:32:12","2019-09-10 11:32:12",213,213,22,22
261,261,A1J4DOQBYVLHZP,A1J4DOQBYVLHZP,2,2,"national health service","national health service","randomized controlled trail","randomized controlled trail","a doctor","a doctor","payment protection insurence","payment protection insurence","2019-09-10 12:10:41","2019-09-10 12:10:41",3123,3123,23,23
262,262,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,"National Health Service","National Health Service","Randomised Clinical Trial?","Randomised Clinical Trial?","General Practitioner (personal doctor) ","General Practitioner (personal doctor) ","patient/personal involvement","patient/personal involvement","2019-09-10 12:36:50","2019-09-10 12:36:50",3123,3123,23,23
263,263,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,"National Health Service","National Health Service","Randomised Clinical Trial?","Randomised Clinical Trial?","General Practitioner (personal doctor) ","General Practitioner (personal doctor) ","patient/personal involvement","patient/personal involvement","2019-09-10 13:21:55","2019-09-10 13:21:55",312,312,22,22
264,264,AULSRNSXS3N1V,AULSRNSXS3N1V,2,2,"National Health Service","National Health Service","Randomized Control Trial","Randomized Control Trial","General Practioner","General Practioner","Proton pump inhibitors","Proton pump inhibitors","2019-09-10 13:24:09","2019-09-10 13:24:09",312,312,22,22
265,265,A398EWYF8HJEDA,A398EWYF8HJEDA,2,2,"national health service","national health service","randomised controlled trial","randomised controlled trial","general practitioner","general practitioner","payment protection insurance","payment protection insurance","2019-09-10 13:25:48","2019-09-10 13:25:48",312,312,22,22
266,266,A3KV3EG94U3EZ8,A3KV3EG94U3EZ8,2,2,"National Health Service","National Health Service","Randomised Clinical Trialw","Randomised Clinical Trialw","General Practitioner","General Practitioner","Payment Protection Insurance","Payment Protection Insurance","2019-09-10 13:29:17","2019-09-10 13:29:17",312,312,22,22
267,267,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,"National Health Service","National Health Service","Randomised Controlled Trial","Randomised Controlled Trial","Genera Practicioner","Genera Practicioner","Personal and Public Involvement","Personal and Public Involvement","2019-09-10 13:32:21","2019-09-10 13:32:21",312,312,22,22
268,268,A1OKB37HUEJVHT,A1OKB37HUEJVHT,2,2,"National Health Service","National Health Service",Unsure,Unsure,"General Practitioner","General Practitioner","Personal Payment Insurance","Personal Payment Insurance","2019-09-10 13:38:35","2019-09-10 13:38:35",312,312,22,22
269,269,A3OL5N49RZP2P1,A3OL5N49RZP2P1,2,2,"National Health Service","National Health Service","Randomized Controlled Trial","Randomized Controlled Trial","A doctor based in the community who treats patients with minor or chronic illnesses and refers those with serious conditions to a hospital.","A doctor based in the community who treats patients with minor or chronic illnesses and refers those with serious conditions to a hospital.","Payment Protection Insurance","Payment Protection Insurance","2019-09-10 13:50:31","2019-09-10 13:50:31",3123,3123,23,23
270,270,A3OL5N49RZP2P1,A3OL5N49RZP2P1,2,2,"National Health Service","National Health Service","Randomized Controlled Trial","Randomized Controlled Trial","A doctor based in the community who treats patients with minor or chronic illnesses and refers those with serious conditions to a hospital.","A doctor based in the community who treats patients with minor or chronic illnesses and refers those with serious conditions to a hospital.","Payment Protection Insurance","Payment Protection Insurance","2019-09-10 14:00:25","2019-09-10 14:00:25",312,312,22,22
271,271,A300NSYGWVGOMM,A300NSYGWVGOMM,2,2,"National Health Service","National Health Service","Randomized controlled trial","Randomized controlled trial","General Practictioner","General Practictioner","Payment Protection Insurance","Payment Protection Insurance","2019-09-10 14:43:16","2019-09-10 14:43:16",312,312,22,22
272,272,A1M3PJ9FTV66QG,A1M3PJ9FTV66QG,2,2,"National Health Service","National Health Service","Randomised clinical Trial","Randomised clinical Trial","General Practitioner","General Practitioner","Payment Protection Insurance","Payment Protection Insurance","2019-09-10 14:58:57","2019-09-10 14:58:57",3123,3123,23,23
273,273,A300NSYGWVGOMM,A300NSYGWVGOMM,2,2,"National Health Service","National Health Service","Randomized controlled trial","Randomized controlled trial","General Practictioner","General Practictioner","Payment Protection Insurance","Payment Protection Insurance","2019-09-10 15:25:31","2019-09-10 15:25:31",3123,3123,23,23
274,274,A3P9XRM0IA5AOL,A3P9XRM0IA5AOL,2,2,"National Health Service","National Health Service","Randomized Control Trial","Randomized Control Trial","General Practitioner","General Practitioner","Personel protection Insurance","Personel protection Insurance","2019-09-10 22:02:15","2019-09-10 22:02:15",312,312,22,22
275,275,A2DSIBZFKLEAGC,A2DSIBZFKLEAGC,2,2,"National Health Service","National Health Service","Randomized Control Trial","Randomized Control Trial","General Practioner","General Practioner","Proton-pump inhibitors","Proton-pump inhibitors","2019-09-10 23:21:53","2019-09-10 23:21:53",321,321,22,22
276,276,AYANXOKRFW1ZD,AYANXOKRFW1ZD,2,2,"National Health Service","National Health Service",rct?,rct?,"general practitioner","general practitioner","payment protection insurance","payment protection insurance","2019-09-10 23:29:00","2019-09-10 23:29:00",4123,4123,23,23
277,277,AYANXOKRFW1ZD,AYANXOKRFW1ZD,2,2,"national Health Service","national Health Service",rct?,rct?,"general practitioner","general practitioner","payment protection insurance","payment protection insurance","2019-09-10 23:37:36","2019-09-10 23:37:36",321,321,22,22
278,278,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,"National Health Service","National Health Service","Randomised Controlled Trial","Randomised Controlled Trial","Genera Practicioner","Genera Practicioner","Personal and Public Involvement","Personal and Public Involvement","2019-09-11 00:11:09","2019-09-11 00:11:09",321,321,22,22
279,279,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,"National Health Service","National Health Service","Randomised Controlled Trial","Randomised Controlled Trial","Genera Practicioner","Genera Practicioner","Personal and Public Involvement","Personal and Public Involvement","2019-09-11 00:15:01","2019-09-11 00:15:01",4123,4123,23,23
280,280,A2LKRY3AYXG5US,A2LKRY3AYXG5US,2,2,"National health Service","National health Service","Random Controlled trial","Random Controlled trial","General Practitioner","General Practitioner","Proton Pump Inihibitors","Proton Pump Inihibitors","2019-09-11 00:24:41","2019-09-11 00:24:41",321,321,22,22
281,281,A2RQ6GQJ14PVAN,A2RQ6GQJ14PVAN,2,2,"National Health Service ","National Health Service ","Randomised Control Trial","Randomised Control Trial","General Practitioner ","General Practitioner ","Payment Protection Insurance","Payment Protection Insurance","2019-09-11 00:41:11","2019-09-11 00:41:11",321,321,22,22
282,282,A1XISC88FAUDHZ,A1XISC88FAUDHZ,2,2,"THE NATIONAL HEALTH SERVICE","THE NATIONAL HEALTH SERVICE","Randomized Controlled Trial","Randomized Controlled Trial"," gallbladde"," gallbladde","Proton pump inhibitors","Proton pump inhibitors","2019-09-11 00:44:04","2019-09-11 00:44:04",321,321,22,22
283,283,A2K58YCQ6BLXKV,A2K58YCQ6BLXKV,2,2,"National Health service","National Health service","Random Control Trial","Random Control Trial","General Practitioner ","General Practitioner ","payment protection insurance ","payment protection insurance ","2019-09-11 02:01:49","2019-09-11 02:01:49",321,321,22,22
284,284,A1XISC88FAUDHZ,A1XISC88FAUDHZ,2,2," National Health Service"," National Health Service","Randomized Controlled Trial","Randomized Controlled Trial"," general practitione"," general practitione","Proton pump inhibitors ","Proton pump inhibitors ","2019-09-11 03:03:30","2019-09-11 03:03:30",4123,4123,23,23
285,285,A3VRR7TNM21CQZ,A3VRR7TNM21CQZ,2,2,"National Health Service","National Health Service","RANDOMIZED CONTROLLED TRIAL","RANDOMIZED CONTROLLED TRIAL","GENERAL PRACTITIONER","GENERAL PRACTITIONER","Payment protection insurance","Payment protection insurance","2019-09-11 04:49:03","2019-09-11 04:49:03",321,321,22,22
286,286,A3VRR7TNM21CQZ,A3VRR7TNM21CQZ,2,2,"NATIONAL HEALTH SERVICE","NATIONAL HEALTH SERVICE","RANDOMIZED CONTROLLED TRIAL","RANDOMIZED CONTROLLED TRIAL","GENERAL PRACTITIONER","GENERAL PRACTITIONER","Payment protection insurance","Payment protection insurance","2019-09-11 05:21:03","2019-09-11 05:21:03",4123,4123,23,23
287,287,AFJP250UAUZ9,AFJP250UAUZ9,2,2,"National Health Services","National Health Services","Royal Collection Trust","Royal Collection Trust","Great Britain","Great Britain","Payment Protection Insurance","Payment Protection Insurance","2019-09-11 07:31:23","2019-09-11 07:31:23",321,321,22,22
288,288,A3QRXNYCWR9G53,A3QRXNYCWR9G53,2,2,"national health service","national health service","randomised control trial","randomised control trial","general parctionioner","general parctionioner","payment protection insurance","payment protection insurance","2019-09-11 08:07:55","2019-09-11 08:07:55",4123,4123,23,23
289,289,A1UYK7SUH7SQ6W,A1UYK7SUH7SQ6W,2,2,"National Health Services","National Health Services","Root Canal Treatment","Root Canal Treatment","General Practitioner","General Practitioner","Proton Pump Inhibitor","Proton Pump Inhibitor","2019-09-11 08:39:17","2019-09-11 08:39:17",4123,4123,23,23
290,290,A3QRXNYCWR9G53,A3QRXNYCWR9G53,2,2,"national health service","national health service","randomised control trial","randomised control trial","general practitioner","general practitioner","payment protection insurance","payment protection insurance","2019-09-11 09:40:06","2019-09-11 09:40:06",231,231,22,22
291,291,A3VRR7TNM21CQZ,A3VRR7TNM21CQZ,2,2,"NATIONAL HEALTH SERVICE","NATIONAL HEALTH SERVICE","RANDOMIZED CONTROLLED TRIAL","RANDOMIZED CONTROLLED TRIAL","GENERAL PRACTITIONER","GENERAL PRACTITIONER","Payment protection insurance","Payment protection insurance","2019-09-11 09:41:01","2019-09-11 09:41:01",231,231,22,22
292,292,A37QTEIPY5Q7DS,A37QTEIPY5Q7DS,2,2,"National Health Service","National Health Service","Randomised controlled trial","Randomised controlled trial","General Practitioner","General Practitioner","personal protection insurance","personal protection insurance","2019-09-11 09:45:08","2019-09-11 09:45:08",231,231,22,22
293,293,AYANXOKRFW1ZD,AYANXOKRFW1ZD,2,2,"national Health Service","national Health Service",rct?,rct?,"general practitioner","general practitioner","payment protection insurance","payment protection insurance","2019-09-11 10:06:17","2019-09-11 10:06:17",231,231,22,22
294,294,A1NVQWRO6FJDBI,A1NVQWRO6FJDBI,2,2,"national health service","national health service","randomized controlled trial","randomized controlled trial","general practitioner","general practitioner","Payment protection insurance","Payment protection insurance","2019-09-11 10:22:30","2019-09-11 10:22:30",4123,4123,23,23
295,295,A3QUNHOJCSQDXX,A3QUNHOJCSQDXX,2,2,"National Health Service","National Health Service","Randomised Controlled Trial","Randomised Controlled Trial","General Practitioner","General Practitioner","Payment Protection Insurance","Payment Protection Insurance","2019-09-11 10:53:56","2019-09-11 10:53:56",231,231,22,22
296,296,AAT88IZB62NY2,AAT88IZB62NY2,2,2,"What does NHS mean/ National Health Service","What does NHS mean/ National Health Service","What does RTC mean/ A real-time clock","What does RTC mean/ A real-time clock","What does GP mean/ It means General Practice","What does GP mean/ It means General Practice","What is PPI/Payment protection insurance","What is PPI/Payment protection insurance","2019-09-11 11:10:24","2019-09-11 11:10:24",4123,4123,23,23
297,297,A27QIBL4MO6Z0X,A27QIBL4MO6Z0X,2,2,"national health service","national health service","Randomized controlled trial","Randomized controlled trial","general practitioner ","general practitioner ","Payment protection insurance ","Payment protection insurance ","2019-09-11 11:38:12","2019-09-11 11:38:12",231,231,22,22
298,298,A31LCNCQS2AJR2,A31LCNCQS2AJR2,2,2,"National Health Service","National Health Service","Randomised Clinical Trial","Randomised Clinical Trial","General Practitioner","General Practitioner","Payment Protection Insurance","Payment Protection Insurance","2019-09-11 11:42:32","2019-09-11 11:42:32",231,231,22,22
299,299,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,"National Health Service","National Health Service","Randomised Controlled Trial","Randomised Controlled Trial","Genera Practicioner","Genera Practicioner","Personal and Public Involvement","Personal and Public Involvement","2019-09-11 12:02:54","2019-09-11 12:02:54",231,231,22,22
300,300,A3EXLMBNWA3VO7,A3EXLMBNWA3VO7,2,2,"National Health Service","National Health Service","Radio Chemo Therapy","Radio Chemo Therapy","General Practitioner","General Practitioner","Proton Pump Inhibitors","Proton Pump Inhibitors","2019-09-11 13:29:59","2019-09-11 13:29:59",231,231,22,22
301,301,A3E6QGYV5HCIHN,A3E6QGYV5HCIHN,2,2,health,health,god,god,care,care,performance,performance,"2019-09-11 14:53:22","2019-09-11 14:53:22",4123,4123,23,23
302,302,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,"National Health Service","National Health Service","Randomised Controlled Trial","Randomised Controlled Trial","Genera Practicioner","Genera Practicioner","Personal and Public Involvement","Personal and Public Involvement","2019-09-11 15:39:16","2019-09-11 15:39:16",5123,5123,23,23
303,303,AULSRNSXS3N1V,AULSRNSXS3N1V,2,2,"National Health Service","National Health Service","Randomized Control Trial","Randomized Control Trial","General Practioniter","General Practioniter","Payment Protection Insurance","Payment Protection Insurance","2019-09-11 15:48:08","2019-09-11 15:48:08",5123,5123,23,23
304,304,AUZUHON52J10U,AUZUHON52J10U,2,2,"National Helath Service","National Helath Service","Randomised Control Treatment","Randomised Control Treatment","General Practioner","General Practioner","Personal and Public Involvemen","Personal and Public Involvemen","2019-09-11 15:50:07","2019-09-11 15:50:07",5123,5123,23,23
305,305,A3OL5N49RZP2P1,A3OL5N49RZP2P1,2,2,"National Health Service","National Health Service","Randomized Controlled Trial","Randomized Controlled Trial","A doctor based in the community who treats patients with minor or chronic illnesses and refers those with serious conditions to a hospital.","A doctor based in the community who treats patients with minor or chronic illnesses and refers those with serious conditions to a hospital.","Payment Protection Insurance","Payment Protection Insurance","2019-09-11 16:00:29","2019-09-11 16:00:29",5123,5123,23,23
306,306,AYANXOKRFW1ZD,AYANXOKRFW1ZD,2,2,"national Health Service","national Health Service",rct?,rct?,"general practitioner","general practitioner","payment protection insurance","payment protection insurance","2019-09-11 16:46:05","2019-09-11 16:46:05",5123,5123,23,23
307,307,A25RJ54AHZGDOO,A25RJ54AHZGDOO,2,2,"National Health Service","National Health Service","Randomised Control Trial","Randomised Control Trial","General Practitioner","General Practitioner","Proton Pump Inhibitor","Proton Pump Inhibitor","2019-09-11 16:50:34","2019-09-11 16:50:34",5123,5123,23,23
308,308,A3EXLMBNWA3VO7,A3EXLMBNWA3VO7,2,2,"National Health Service","National Health Service","Radio Chemo Therapy","Radio Chemo Therapy","General Practitioner","General Practitioner","Proton Pump Inhibitors","Proton Pump Inhibitors","2019-09-11 16:53:31","2019-09-11 16:53:31",5123,5123,23,23
309,309,AIO5H68532ALN,AIO5H68532ALN,2,2,"National Health Service","National Health Service","Randomized Controlled Trial","Randomized Controlled Trial","General Practitioner ","General Practitioner ","Payment Protection Insurance","Payment Protection Insurance","2019-09-11 16:53:37","2019-09-11 16:53:37",5123,5123,23,23
310,310,A3W2CJSS4ZH93J,A3W2CJSS4ZH93J,2,2,"National Health Serice","National Health Serice","Randomised controlled trial","Randomised controlled trial","General Practitioner ","General Practitioner ","Payment Protection Insurance","Payment Protection Insurance","2019-09-12 00:10:20","2019-09-12 00:10:20",5123,5123,23,23
311,311,1,1,0234,0234,1,1,1,1,1,1,1,1,"2019-11-17 21:17:19","2019-11-17 21:17:19",419,419,19,19
312,312,A6PRQVQM8YZ4WNat,A6PRQVQM8YZ4WNat,0234,0234,"National Health Service","National Health Service","Randomised Control Trial","Randomised Control Trial","General Practitioner","General Practitioner","Payment Protection Insurance","Payment Protection Insurance","2019-11-17 21:48:39","2019-11-17 21:48:39",419,419,19,19
