idRevision,0,RID,1,idReviser,2,idLeaflet,3,idSentence,4,crwRevision,5,dateT,6,g,7,flag,8
626,626,836,836,A3KV3EG94U3EZ8,A3KV3EG94U3EZ8,2,2,227,227,"Other studies collect data about people from their medical records, but we think it is important to find out about your health and well-being from your point of view.","Other studies collect data about people from their medical records, but we think it is important to find out about your health and well-being from your point of view.","2019-09-10 13:26:09","2019-09-10 13:26:09",22,22,312,312
627,627,837,837,A3KV3EG94U3EZ8,A3KV3EG94U3EZ8,2,2,232,232,"After you have read the information sheet you will be asked whether you are happy to take part.","After you have read the information sheet you will be asked whether you are happy to take part.","2019-09-10 13:27:03","2019-09-10 13:27:03",22,22,312,312
628,628,838,838,A3KV3EG94U3EZ8,A3KV3EG94U3EZ8,2,2,2112,2112,"We will tell your GP that you are taking part in the study. We may confirm with your GP whether your details are the same before we mail out the follow up questionnaire.","We will tell your GP that you are taking part in the study. We may confirm with your GP whether your details are the same before we mail out the follow up questionnaire.","2019-09-10 13:28:03","2019-09-10 13:28:03",22,22,312,312
629,629,841,841,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,227,227,"The information you provide in the questionnaire is as impoirtant as any other data we recieve.","The information you provide in the questionnaire is as impoirtant as any other data we recieve.","2019-09-10 13:31:14","2019-09-10 13:31:14",22,22,312,312
630,630,842,842,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,232,232,"Lastly, we will check that you are still happy to go ahead.","Lastly, we will check that you are still happy to go ahead.","2019-09-10 13:31:40","2019-09-10 13:31:40",22,22,312,312
631,631,843,843,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,2112,2112,"We will check with your GP that your deatails are still the same and then send you the questionnaire.","We will check with your GP that your deatails are still the same and then send you the questionnaire.","2019-09-10 13:32:14","2019-09-10 13:32:14",22,22,312,312
632,632,845,845,A1OKB37HUEJVHT,A1OKB37HUEJVHT,2,2,227,227,"Other studies collect data about people from their medical records. Understanding your health and wellbeing from your perspective is important.","Other studies collect data about people from their medical records. Understanding your health and wellbeing from your perspective is important.","2019-09-10 13:36:38","2019-09-10 13:36:38",22,22,312,312
633,633,846,846,A1OKB37HUEJVHT,A1OKB37HUEJVHT,2,2,232,232,"You will be asked if you would like to continue with the study after you have read the information sheet.","You will be asked if you would like to continue with the study after you have read the information sheet.","2019-09-10 13:37:35","2019-09-10 13:37:35",22,22,312,312
634,634,847,847,A1OKB37HUEJVHT,A1OKB37HUEJVHT,2,2,2112,2112,"Your GP will be informed you are taking part in this study. We may contact your GP before mailing out follow up questionnaires to check your details.","Your GP will be informed you are taking part in this study. We may contact your GP before mailing out follow up questionnaires to check your details.","2019-09-10 13:38:13","2019-09-10 13:38:13",22,22,312,312
635,635,849,849,A1AMNSC5GMIKWR,A1AMNSC5GMIKWR,2,2,227,227,"Data from other studies is collected from their medical and hospital records but we believe it is important to find out about your health and wellbeing from your perspective through your responses to questionnaires","Data from other studies is collected from their medical and hospital records but we believe it is important to find out about your health and wellbeing from your perspective through your responses to questionnaires","2019-09-10 13:41:09","2019-09-10 13:41:09",22,22,312,312
636,636,860,860,A300NSYGWVGOMM,A300NSYGWVGOMM,2,2,227,227,"We find out about your health and well-being from what you tell us, this is different to other studies, who may analyse your medical records.","We find out about your health and well-being from what you tell us, this is different to other studies, who may analyse your medical records.","2019-09-10 14:40:33","2019-09-10 14:40:33",22,22,312,312
637,637,861,861,A300NSYGWVGOMM,A300NSYGWVGOMM,2,2,232,232,"You will be asked if your happy to proceed after you have read all information and asked your questions.","You will be asked if your happy to proceed after you have read all information and asked your questions.","2019-09-10 14:41:41","2019-09-10 14:41:41",22,22,312,312
638,638,862,862,A300NSYGWVGOMM,A300NSYGWVGOMM,2,2,2112,2112,"Your GP will be informed of your involvement and we will double check your details with your them before following up with a questionnaire.","Your GP will be informed of your involvement and we will double check your details with your them before following up with a questionnaire.","2019-09-10 14:43:07","2019-09-10 14:43:07",22,22,312,312
639,639,864,864,": COPIEDA1M3PJ9FTV66",": COPIEDA1M3PJ9FTV66",2,2,2100,2100,"Your NHS data will be tracked using your NHS and hospital numbers but name will be removed (Subject to your agreement to collect data)","Your NHS data will be tracked using your NHS and hospital numbers but name will be removed (Subject to your agreement to collect data)","2019-09-10 14:52:54","2019-09-10 14:52:54",23,23,3123,3123
640,640,865,865,A1M3PJ9FTV66QG,A1M3PJ9FTV66QG,2,2,234,234,"Either complete and hand in the questionnaire during your visit or return it in the pre paid envelope.","Either complete and hand in the questionnaire during your visit or return it in the pre paid envelope.","2019-09-10 14:56:06","2019-09-10 14:56:06",23,23,3123,3123
641,641,866,866,A1M3PJ9FTV66QG,A1M3PJ9FTV66QG,2,2,283,283,"When participating in a research study your healthcare data may be shared with other researchers or research organisations.","When participating in a research study your healthcare data may be shared with other researchers or research organisations.","2019-09-10 14:57:21","2019-09-10 14:57:21",23,23,3123,3123
642,642,868,868,A300NSYGWVGOMM,A300NSYGWVGOMM,2,2,2100,2100,"We will remove your name from any data we collect","We will remove your name from any data we collect","2019-09-10 15:21:51","2019-09-10 15:21:51",23,23,3123,3123
643,643,869,869,A300NSYGWVGOMM,A300NSYGWVGOMM,2,2,234,234,"You can either complete the questionnaire here or at home - then return in it in a pre-paid envelope.","You can either complete the questionnaire here or at home - then return in it in a pre-paid envelope.","2019-09-10 15:23:53","2019-09-10 15:23:53",23,23,3123,3123
644,644,870,870,A300NSYGWVGOMM,A300NSYGWVGOMM,2,2,283,283,"Once you agree to take part we may share your data with other organisations or use it in other studies we are running.","Once you agree to take part we may share your data with other organisations or use it in other studies we are running.","2019-09-10 15:25:24","2019-09-10 15:25:24",23,23,3123,3123
645,645,873,873,A3P9XRM0IA5AOL,A3P9XRM0IA5AOL,2,2,227,227,"Medical and hospital records can be used in studies but questionaires provide important information from your point of view.","Medical and hospital records can be used in studies but questionaires provide important information from your point of view.","2019-09-10 21:55:22","2019-09-10 21:55:22",22,22,312,312
646,646,874,874,A3P9XRM0IA5AOL,A3P9XRM0IA5AOL,2,2,232,232,"After reading the information sheet and any queries answered you will be asked if you wish to take part in the study.","After reading the information sheet and any queries answered you will be asked if you wish to take part in the study.","2019-09-10 21:57:25","2019-09-10 21:57:25",22,22,312,312
647,647,875,875,A3P9XRM0IA5AOL,A3P9XRM0IA5AOL,2,2,2112,2112,"Your Gp will be notified you are participating in the study and also when follow up question are sent out in case any of your personal details have changed","Your Gp will be notified you are participating in the study and also when follow up question are sent out in case any of your personal details have changed","2019-09-10 22:00:06","2019-09-10 22:00:06",22,22,312,312
648,648,877,877,A2DSIBZFKLEAGC,A2DSIBZFKLEAGC,2,2,227,227,"We will be getting answers from your perspective through your responses with questionnaires as an alternative to getting them from your hospital records.","We will be getting answers from your perspective through your responses with questionnaires as an alternative to getting them from your hospital records.","2019-09-10 23:17:29","2019-09-10 23:17:29",22,22,321,321
649,649,878,878,A2DSIBZFKLEAGC,A2DSIBZFKLEAGC,2,2,2112,2112,"Before you take part in this study, we will mail you your follow up questionnaire and then contact your GP if there are any changed details.","Before you take part in this study, we will mail you your follow up questionnaire and then contact your GP if there are any changed details.","2019-09-10 23:19:31","2019-09-10 23:19:31",22,22,321,321
650,650,879,879,A2DSIBZFKLEAGC,A2DSIBZFKLEAGC,2,2,232,232,"Once you have gone through all the information. We will ask you if you're still willing to go ahead with the trial.","Once you have gone through all the information. We will ask you if you're still willing to go ahead with the trial.","2019-09-10 23:20:15","2019-09-10 23:20:15",22,22,321,321
651,651,881,881,AYANXOKRFW1ZD,AYANXOKRFW1ZD,2,2,2100,2100,"We will collect routine NHS data tracked from your NHS and hospital number if you agree, your name will be removed.","We will collect routine NHS data tracked from your NHS and hospital number if you agree, your name will be removed.","2019-09-10 23:26:18","2019-09-10 23:26:18",23,23,4123,4123
652,652,882,882,AYANXOKRFW1ZD,AYANXOKRFW1ZD,2,2,234,234,"You can either complete the questionnaire at home or complete it during your visit and hand it in to a nurse or researcher.","You can either complete the questionnaire at home or complete it during your visit and hand it in to a nurse or researcher.","2019-09-10 23:27:12","2019-09-10 23:27:12",23,23,4123,4123
653,653,883,883,AYANXOKRFW1ZD,AYANXOKRFW1ZD,2,2,283,283,"When agreeing to take part, your health and care information may be provided to researchers running other studies in this or other organisations.","When agreeing to take part, your health and care information may be provided to researchers running other studies in this or other organisations.","2019-09-10 23:28:25","2019-09-10 23:28:25",23,23,4123,4123
654,654,885,885,AYANXOKRFW1ZD,AYANXOKRFW1ZD,2,2,227,227,"We believe it is important to find out about your health and well-being from your perspective through a questionnaire rather than what other studies do through medical and hospital records.","We believe it is important to find out about your health and well-being from your perspective through a questionnaire rather than what other studies do through medical and hospital records.","2019-09-10 23:34:51","2019-09-10 23:34:51",22,22,321,321
655,655,886,886,AYANXOKRFW1ZD,AYANXOKRFW1ZD,2,2,2112,2112,"We will inform your GP to let them know you are taking part in this trial, we may contact them before you receive the follow up questionnaire incase your details have changed.","We will inform your GP to let them know you are taking part in this trial, we may contact them before you receive the follow up questionnaire incase your details have changed.","2019-09-10 23:36:17","2019-09-10 23:36:17",22,22,321,321
656,656,887,887,AYANXOKRFW1ZD,AYANXOKRFW1ZD,2,2,232,232,"After reading all the information from the sheet and having all your questions answered, you will be asked if you wish to take part in the study.","After reading all the information from the sheet and having all your questions answered, you will be asked if you wish to take part in the study.","2019-09-10 23:37:23","2019-09-10 23:37:23",22,22,321,321
657,657,889,889,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,227,227,"Whilst records are useful, we find your opinions equally important.","Whilst records are useful, we find your opinions equally important.","2019-09-11 00:10:07","2019-09-11 00:10:07",22,22,321,321
658,658,890,890,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,2112,2112,"Before we send the next form we will check your details have not changed.","Before we send the next form we will check your details have not changed.","2019-09-11 00:10:30","2019-09-11 00:10:30",22,22,321,321
659,659,891,891,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,232,232,"Once you are happy, only then will we proceed with the study.","Once you are happy, only then will we proceed with the study.","2019-09-11 00:10:58","2019-09-11 00:10:58",22,22,321,321
660,660,893,893,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,2100,2100,"Your name will not be associated with any data we use about you.","Your name will not be associated with any data we use about you.","2019-09-11 00:14:04","2019-09-11 00:14:04",23,23,4123,4123
661,661,894,894,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,234,234,"You can fill in the form here, or at home.","You can fill in the form here, or at home.","2019-09-11 00:14:19","2019-09-11 00:14:19",23,23,4123,4123
662,662,895,895,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,283,283,"Your data will be used along side other studies.","Your data will be used along side other studies.","2019-09-11 00:14:50","2019-09-11 00:14:50",23,23,4123,4123
663,663,897,897,A2LKRY3AYXG5US,A2LKRY3AYXG5US,2,2,227,227,"Studies help to collect data from people about their medical history. We believe its better to gather your information from from you through a questionaire","Studies help to collect data from people about their medical history. We believe its better to gather your information from from you through a questionaire","2019-09-11 00:19:33","2019-09-11 00:19:33",22,22,321,321
664,664,898,898,A2LKRY3AYXG5US,A2LKRY3AYXG5US,2,2,2112,2112,"Your GP will be informed of your participation in this study. we will check to make sure your details ahven't changed.","Your GP will be informed of your participation in this study. we will check to make sure your details ahven't changed.","2019-09-11 00:20:51","2019-09-11 00:20:51",22,22,321,321
665,665,899,899,A2LKRY3AYXG5US,A2LKRY3AYXG5US,2,2,232,232,"Once the questionaire is discussed with you we will ask if you are happy to take part.","Once the questionaire is discussed with you we will ask if you are happy to take part.","2019-09-11 00:21:55","2019-09-11 00:21:55",22,22,321,321
666,666,901,901,A2RQ6GQJ14PVAN,A2RQ6GQJ14PVAN,2,2,227,227,"Alternative sources collect information about patients and their medical and hospital records. However, we think it is important to get information from your perspective about your health and well-being.","Alternative sources collect information about patients and their medical and hospital records. However, we think it is important to get information from your perspective about your health and well-being.","2019-09-11 00:37:05","2019-09-11 00:37:05",22,22,321,321
667,667,906,906,A2RQ6GQJ14PVAN,A2RQ6GQJ14PVAN,2,2,2112,2112,"We will tell your GP that you are participating in this questionnaire and we may contact your GP before mailing out the follow-up questionnaire in the case that you have moved or your details have changed. ","We will tell your GP that you are participating in this questionnaire and we may contact your GP before mailing out the follow-up questionnaire in the case that you have moved or your details have changed. ","2019-09-11 00:38:37","2019-09-11 00:38:37",22,22,321,321
668,668,907,907,A2RQ6GQJ14PVAN,A2RQ6GQJ14PVAN,2,2,232,232,"After looking over the information sheet and have had your questions about it answered you will be asked if you're willing to participate in the study","After looking over the information sheet and have had your questions about it answered you will be asked if you're willing to participate in the study","2019-09-11 00:39:48","2019-09-11 00:39:48",22,22,321,321
669,669,909,909,A2K58YCQ6BLXKV,A2K58YCQ6BLXKV,2,2,227,227,"We collect data from different sources, including medical and hospital records as well as responses from questionnaires ","We collect data from different sources, including medical and hospital records as well as responses from questionnaires ","2019-09-11 01:58:47","2019-09-11 01:58:47",22,22,321,321
670,670,910,910,A2K58YCQ6BLXKV,A2K58YCQ6BLXKV,2,2,2112,2112,"We will contact your GP to inform them you are taking part in this study and to confirm details if they have changed or you have moved","We will contact your GP to inform them you are taking part in this study and to confirm details if they have changed or you have moved","2019-09-11 02:00:01","2019-09-11 02:00:01",22,22,321,321
671,671,911,911,A2K58YCQ6BLXKV,A2K58YCQ6BLXKV,2,2,232,232,"Once you are informed you will be asked in you would like to proceed with the study","Once you are informed you will be asked in you would like to proceed with the study","2019-09-11 02:00:41","2019-09-11 02:00:41",22,22,321,321
672,672,920,920,A3VRR7TNM21CQZ,A3VRR7TNM21CQZ,2,2,227,227,"other hospital believe studies collect data, but we believe to find out your health and well being.","other hospital believe studies collect data, but we believe to find out your health and well being.","2019-09-11 04:39:00","2019-09-11 04:39:00",22,22,321,321
673,673,921,921,A3VRR7TNM21CQZ,A3VRR7TNM21CQZ,2,2,2112,2112,"We will inform your GP that your GP before mailing out the follow up questionnaire","We will inform your GP that your GP before mailing out the follow up questionnaire","2019-09-11 04:42:16","2019-09-11 04:42:16",22,22,321,321
674,674,922,922,A3VRR7TNM21CQZ,A3VRR7TNM21CQZ,2,2,232,232,"After read the information sheet, you will be asked to take part in the study.","After read the information sheet, you will be asked to take part in the study.","2019-09-11 04:45:53","2019-09-11 04:45:53",22,22,321,321
675,675,924,924,A3VRR7TNM21CQZ,A3VRR7TNM21CQZ,2,2,2100,2100,"NHS data will be tracked using your NHS and hospital numbers, but your name will be removed.","NHS data will be tracked using your NHS and hospital numbers, but your name will be removed.","2019-09-11 05:12:18","2019-09-11 05:12:18",23,23,4123,4123
676,676,925,925,A3VRR7TNM21CQZ,A3VRR7TNM21CQZ,2,2,234,234,"if you want the questionnaire during your hospital visit, you can take it home to complete and return in the prepaid envelope.","if you want the questionnaire during your hospital visit, you can take it home to complete and return in the prepaid envelope.","2019-09-11 05:16:46","2019-09-11 05:16:46",23,23,4123,4123
677,677,926,926,A3VRR7TNM21CQZ,A3VRR7TNM21CQZ,2,2,283,283,"When you agree to take part the information about your health and care may be provided. ","When you agree to take part the information about your health and care may be provided. ","2019-09-11 05:20:25","2019-09-11 05:20:25",23,23,4123,4123
678,678,928,928,AFJP250UAUZ9,AFJP250UAUZ9,2,2,227,227,"Our studies collect patient data from their medical records, but we believe it is important to understand your health from your perspective through questionnaires. ","Our studies collect patient data from their medical records, but we believe it is important to understand your health from your perspective through questionnaires. ","2019-09-11 07:23:46","2019-09-11 07:23:46",22,22,321,321
679,679,929,929,AFJP250UAUZ9,AFJP250UAUZ9,2,2,2112,2112,"We will contact your GP about you, taking part in this study, before mailing out the follow-up questionnaires to you. ","We will contact your GP about you, taking part in this study, before mailing out the follow-up questionnaires to you. ","2019-09-11 07:26:57","2019-09-11 07:26:57",22,22,321,321
680,680,930,930,AFJP250UAUZ9,AFJP250UAUZ9,2,2,232,232,"After reading the information sheet and answering the questions, you will be asked whether you want to take part in the study. ","After reading the information sheet and answering the questions, you will be asked whether you want to take part in the study. ","2019-09-11 07:29:07","2019-09-11 07:29:07",22,22,321,321
681,681,932,932,A3QRXNYCWR9G53,A3QRXNYCWR9G53,2,2,2100,2100,"IF you agreed to share your NHS data, this will be done with your name removed.","IF you agreed to share your NHS data, this will be done with your name removed.","2019-09-11 08:05:18","2019-09-11 08:05:18",23,23,4123,4123
682,682,933,933,A3QRXNYCWR9G53,A3QRXNYCWR9G53,2,2,234,234,"you can complete the questionnaire in hospital and hand it to a member of staff, or complete it at home and post it back with the pre pisd envelope.","you can complete the questionnaire in hospital and hand it to a member of staff, or complete it at home and post it back with the pre pisd envelope.","2019-09-11 08:06:11","2019-09-11 08:06:11",23,23,4123,4123
683,683,934,934,A3QRXNYCWR9G53,A3QRXNYCWR9G53,2,2,283,283,"when you agreed to the study, your inofrmation maybe shared outside the organisation.","when you agreed to the study, your inofrmation maybe shared outside the organisation.","2019-09-11 08:06:49","2019-09-11 08:06:49",23,23,4123,4123
684,684,936,936,A1UYK7SUH7SQ6W,A1UYK7SUH7SQ6W,2,2,2100,2100,"With your agreement, your NHS data will be tracked using your NHS/hospotal numbers, but your name will be removed","With your agreement, your NHS data will be tracked using your NHS/hospotal numbers, but your name will be removed","2019-09-11 08:36:20","2019-09-11 08:36:20",23,23,4123,4123
685,685,937,937,A1UYK7SUH7SQ6W,A1UYK7SUH7SQ6W,2,2,234,234,"You can hand your completed questionnaire to the nurse or researcher, or return it in the pre-paid envelope","You can hand your completed questionnaire to the nurse or researcher, or return it in the pre-paid envelope","2019-09-11 08:37:22","2019-09-11 08:37:22",23,23,4123,4123
686,686,938,938,A1UYK7SUH7SQ6W,A1UYK7SUH7SQ6W,2,2,283,283,"When you agree to take part in the study, information about your health and care may be provided to internal and external researchers for future research studies","When you agree to take part in the study, information about your health and care may be provided to internal and external researchers for future research studies","2019-09-11 08:38:54","2019-09-11 08:38:54",23,23,4123,4123
687,687,942,942,A3QRXNYCWR9G53,A3QRXNYCWR9G53,2,2,2112,2112,"we will contact your GP prior to the study to confirm your details are correct","we will contact your GP prior to the study to confirm your details are correct","2019-09-11 09:37:15","2019-09-11 09:37:15",22,22,231,231
688,688,943,943,A3VRR7TNM21CQZ,A3VRR7TNM21CQZ,2,2,227,227,"other studies collect data their medical and hospital records, but we believe to find out your health and well being","other studies collect data their medical and hospital records, but we believe to find out your health and well being","2019-09-11 09:37:36","2019-09-11 09:37:36",22,22,231,231
689,689,944,944,A3QRXNYCWR9G53,A3QRXNYCWR9G53,2,2,227,227,"your resposes to the questionnaire are a more accurate way to gauge your health and well-being","your resposes to the questionnaire are a more accurate way to gauge your health and well-being","2019-09-11 09:39:13","2019-09-11 09:39:13",22,22,231,231
690,690,946,946,A3QRXNYCWR9G53,A3QRXNYCWR9G53,2,2,232,232,"after you have read the information sheet, you will be asked for your consent to take part.","after you have read the information sheet, you will be asked for your consent to take part.","2019-09-11 09:39:48","2019-09-11 09:39:48",22,22,231,231
691,691,947,947,A3VRR7TNM21CQZ,A3VRR7TNM21CQZ,2,2,232,232,"if you ready to read the information sheet, you will be asked happy to take part in the study.","if you ready to read the information sheet, you will be asked happy to take part in the study.","2019-09-11 09:40:31","2019-09-11 09:40:31",22,22,231,231
692,692,948,948,A37QTEIPY5Q7DS,A37QTEIPY5Q7DS,2,2,2112,2112,"We will get in contact with your GP before the study begins to let them know you are participating. We may also contact them at the end, to check your details haven't changed, before we send out the follow up questionnaire.","We will get in contact with your GP before the study begins to let them know you are participating. We may also contact them at the end, to check your details haven't changed, before we send out the follow up questionnaire.","2019-09-11 09:41:44","2019-09-11 09:41:44",22,22,231,231
693,693,949,949,A37QTEIPY5Q7DS,A37QTEIPY5Q7DS,2,2,227,227,"We will use questionnaires to get your perspective on your health and well-being instead of collecting it from your medical records.","We will use questionnaires to get your perspective on your health and well-being instead of collecting it from your medical records.","2019-09-11 09:43:00","2019-09-11 09:43:00",22,22,231,231
694,694,950,950,A37QTEIPY5Q7DS,A37QTEIPY5Q7DS,2,2,232,232,"You will be given time to read the information sheet and ask questions before you are asked whether you're happy to participate in the study.","You will be given time to read the information sheet and ask questions before you are asked whether you're happy to participate in the study.","2019-09-11 09:44:06","2019-09-11 09:44:06",22,22,231,231
695,695,952,952,AYANXOKRFW1ZD,AYANXOKRFW1ZD,2,2,2112,2112,"We'll inform your GP that you're taking part in this study. We may contact them before for follow up questions incase your details have changed.","We'll inform your GP that you're taking part in this study. We may contact them before for follow up questions incase your details have changed.","2019-09-11 10:04:35","2019-09-11 10:04:35",22,22,231,231
696,696,953,953,AYANXOKRFW1ZD,AYANXOKRFW1ZD,2,2,227,227,"We collect data from your perspective through a questionnaire rather than through your medical and hospital records like other studies may do.","We collect data from your perspective through a questionnaire rather than through your medical and hospital records like other studies may do.","2019-09-11 10:05:19","2019-09-11 10:05:19",22,22,231,231
697,697,954,954,AYANXOKRFW1ZD,AYANXOKRFW1ZD,2,2,232,232,"After reading the information sheet and having had your questions answered, you'll be asked if you wish to take part in the study.","After reading the information sheet and having had your questions answered, you'll be asked if you wish to take part in the study.","2019-09-11 10:06:05","2019-09-11 10:06:05",22,22,231,231
698,698,960,960,A3QUNHOJCSQDXX,A3QUNHOJCSQDXX,2,2,2112,2112,"We will contact your GP to inform them you are taking part in this study and to check that your details have not changed before mailing out the follow up questionnaire.","We will contact your GP to inform them you are taking part in this study and to check that your details have not changed before mailing out the follow up questionnaire.","2019-09-11 10:49:35","2019-09-11 10:49:35",22,22,231,231
699,699,961,961,A3QUNHOJCSQDXX,A3QUNHOJCSQDXX,2,2,227,227,"We want to know your thoughts about your health and well-being rather than just collecting data from your medical and hospital records.","We want to know your thoughts about your health and well-being rather than just collecting data from your medical and hospital records.","2019-09-11 10:50:38","2019-09-11 10:50:38",22,22,231,231
700,700,962,962,A3QUNHOJCSQDXX,A3QUNHOJCSQDXX,2,2,232,232,"Once any questions you have after reading the information sheet have been answered you will be asked whether you are happy to take part in the study.","Once any questions you have after reading the information sheet have been answered you will be asked whether you are happy to take part in the study.","2019-09-11 10:51:40","2019-09-11 10:51:40",22,22,231,231
701,701,964,964,AAT88IZB62NY2,AAT88IZB62NY2,2,2,2100,2100,"If you have agreed to collect routine NHS data, this will be tracked via your NHS and hospital numbers, and your name will be removed","If you have agreed to collect routine NHS data, this will be tracked via your NHS and hospital numbers, and your name will be removed","2019-09-11 11:03:54","2019-09-11 11:03:54",23,23,4123,4123
702,702,965,965,AAT88IZB62NY2,AAT88IZB62NY2,2,2,234,234,"You can complete the questionnaire at the hospital and hand it to either nurse or researched, or take it home and return via pre-paid post.","You can complete the questionnaire at the hospital and hand it to either nurse or researched, or take it home and return via pre-paid post.","2019-09-11 11:05:15","2019-09-11 11:05:15",23,23,4123,4123
703,703,966,966,AAT88IZB62NY2,AAT88IZB62NY2,2,2,283,283,"When you agree to participate in the study, information about your health and care may be given to researches for other studies in both this and other organisations.","When you agree to participate in the study, information about your health and care may be given to researches for other studies in both this and other organisations.","2019-09-11 11:06:47","2019-09-11 11:06:47",23,23,4123,4123
704,704,968,968,A27QIBL4MO6Z0X,A27QIBL4MO6Z0X,2,2,2112,2112,"your gp will be informed about your part in this study and will also be contacted before mailing out the questionnaire in case your details changed or you have moved ","your gp will be informed about your part in this study and will also be contacted before mailing out the questionnaire in case your details changed or you have moved ","2019-09-11 11:31:31","2019-09-11 11:31:31",22,22,231,231
705,705,969,969,A27QIBL4MO6Z0X,A27QIBL4MO6Z0X,2,2,227,227,"medical and hospital records are collected by other studies but we believe it is important to find out about health and well being from your responses and attitude to questionnaires ","medical and hospital records are collected by other studies but we believe it is important to find out about health and well being from your responses and attitude to questionnaires ","2019-09-11 11:34:52","2019-09-11 11:34:52",22,22,231,231
706,706,970,970,A27QIBL4MO6Z0X,A27QIBL4MO6Z0X,2,2,232,232,"after reading the information sheet and your questions answered you will be asked how happy you are to take this survey ","after reading the information sheet and your questions answered you will be asked how happy you are to take this survey ","2019-09-11 11:37:56","2019-09-11 11:37:56",22,22,231,231
707,707,972,972,A31LCNCQS2AJR2,A31LCNCQS2AJR2,2,2,2112,2112,"We will advise your General Practitioner that you are taking part in this study, and may contact your General Practitioner prior to sending out the follow up questionnaire in case your details have changed or you have moved address.","We will advise your General Practitioner that you are taking part in this study, and may contact your General Practitioner prior to sending out the follow up questionnaire in case your details have changed or you have moved address.","2019-09-11 11:40:14","2019-09-11 11:40:14",22,22,231,231
708,708,973,973,A31LCNCQS2AJR2,A31LCNCQS2AJR2,2,2,227,227,"Other studies and questionnaires also collect data about people in respect of their medical and hospital records, however we believe it is important to find out about your health and wellness based on your perspective through your responses to these questionnaires.","Other studies and questionnaires also collect data about people in respect of their medical and hospital records, however we believe it is important to find out about your health and wellness based on your perspective through your responses to these questionnaires.","2019-09-11 11:41:17","2019-09-11 11:41:17",22,22,231,231
709,709,974,974,A31LCNCQS2AJR2,A31LCNCQS2AJR2,2,2,232,232,"Once you have read the information sheet, and have had your questions answered, you will be asked whether you are okay to take part in the study.","Once you have read the information sheet, and have had your questions answered, you will be asked whether you are okay to take part in the study.","2019-09-11 11:41:51","2019-09-11 11:41:51",22,22,231,231
710,710,976,976,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,2112,2112,"Before we send out the form we will check to see if your details have changed.","Before we send out the form we will check to see if your details have changed.","2019-09-11 12:01:45","2019-09-11 12:01:45",22,22,231,231
711,711,977,977,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,227,227,"Your personal input is as important to us as the data from records.","Your personal input is as important to us as the data from records.","2019-09-11 12:02:13","2019-09-11 12:02:13",22,22,231,231
712,712,978,978,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,232,232,"Just before we start the study we will double check that you are still happy to participate.","Just before we start the study we will double check that you are still happy to participate.","2019-09-11 12:02:44","2019-09-11 12:02:44",22,22,231,231
713,713,980,980,A3EXLMBNWA3VO7,A3EXLMBNWA3VO7,2,2,2112,2112,"We will inform your GP about you taking part in this and collect your details from him","We will inform your GP about you taking part in this and collect your details from him","2019-09-11 13:19:34","2019-09-11 13:19:34",22,22,231,231
714,714,981,981,A3EXLMBNWA3VO7,A3EXLMBNWA3VO7,2,2,227,227,"other studies collect people hospital records ,it is important to find out about your health and well-being through your response in questionnaries","other studies collect people hospital records ,it is important to find out about your health and well-being through your response in questionnaries","2019-09-11 13:23:05","2019-09-11 13:23:05",22,22,231,231
715,715,982,982,A3EXLMBNWA3VO7,A3EXLMBNWA3VO7,2,2,232,232,"After you have finished this sheet and questions answered,you will be asked about the experience in here","After you have finished this sheet and questions answered,you will be asked about the experience in here","2019-09-11 13:26:05","2019-09-11 13:26:05",22,22,231,231
716,716,988,988,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,2100,2100,"You will remain anonymous in any data collected.","You will remain anonymous in any data collected.","2019-09-11 15:38:16","2019-09-11 15:38:16",23,23,5123,5123
717,717,989,989,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,234,234,"You can fill in the survey here or do it later at home.","You can fill in the survey here or do it later at home.","2019-09-11 15:38:39","2019-09-11 15:38:39",23,23,5123,5123
718,718,990,990,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,283,283,"The data from this study may be shared with those running similar studies elsewhere.","The data from this study may be shared with those running similar studies elsewhere.","2019-09-11 15:39:06","2019-09-11 15:39:06",23,23,5123,5123
719,719,992,992,AUZUHON52J10U,AUZUHON52J10U,2,2,2100,2100,"Only your NHS and hospital numbers, not your name, will be used to identify data that you have given permission for us to collect","Only your NHS and hospital numbers, not your name, will be used to identify data that you have given permission for us to collect","2019-09-11 15:45:14","2019-09-11 15:45:14",23,23,5123,5123
