idCrwRevision,0,idReviser,1,idLeaflet,2,idSentence,3,crwRevision,4,dateT,5,flag,6,idGroup,7
752,752,A27P16LFLZGFPR,A27P16LFLZGFPR,2,2,227,227,"through your response to our questionnaires information about your well being and health will be collected directly from you instead of collecting from your medical and hospital record like other studies  ","through your response to our questionnaires information about your well being and health will be collected directly from you instead of collecting from your medical and hospital record like other studies  ","2019-09-09 21:21:58","2019-09-09 21:21:58",132,132,22,22
753,753,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,227,227,"Many studies use medical and hospital records to find out about the people participating, but we feel it is also important to ask people what their own views are on their health and wellbeing - we do this through questionnaires. ","Many studies use medical and hospital records to find out about the people participating, but we feel it is also important to ask people what their own views are on their health and wellbeing - we do this through questionnaires. ","2019-09-09 21:22:57","2019-09-09 21:22:57",132,132,22,22
754,754,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,2112,2112,"We'll let your GP know that you are part of this study, and before we send out the follow-up questionnaire, we may get in touch with them to make sure all your details are the same.","We'll let your GP know that you are part of this study, and before we send out the follow-up questionnaire, we may get in touch with them to make sure all your details are the same.","2019-09-09 21:23:35","2019-09-09 21:23:35",132,132,22,22
755,755,A27P16LFLZGFPR,A27P16LFLZGFPR,2,2,2112,2112,"your gp would be contacted concerning your response to take part in the study and before mailing out the follow up questionnaire in case you moved or details changed","your gp would be contacted concerning your response to take part in the study and before mailing out the follow up questionnaire in case you moved or details changed","2019-09-09 21:26:06","2019-09-09 21:26:06",132,132,22,22
756,756,A25RJ54AHZGDOO,A25RJ54AHZGDOO,2,2,0,0,,,"2019-09-09 21:28:06","2019-09-09 21:28:06",132,132,22,22
757,757,A25RJ54AHZGDOO,A25RJ54AHZGDOO,2,2,232,232,"On reading the information sheet and your questions being answered, you will be asked if you wish to participate in the study.","On reading the information sheet and your questions being answered, you will be asked if you wish to participate in the study.","2019-09-09 21:34:41","2019-09-09 21:34:41",132,132,22,22
758,758,A25RJ54AHZGDOO,A25RJ54AHZGDOO,2,2,227,227,"Medical and hospital records often provide personal data for studies, but we prioritise your perspective on your health and well-being via questionnaires.","Medical and hospital records often provide personal data for studies, but we prioritise your perspective on your health and well-being via questionnaires.","2019-09-09 21:40:54","2019-09-09 21:40:54",132,132,22,22
759,759,A25RJ54AHZGDOO,A25RJ54AHZGDOO,2,2,2112,2112,"We'll inform your GP of your participation in the study, and may contact your GP before mailing the follow up questionnaire, to confirm changes in details, including your address.","We'll inform your GP of your participation in the study, and may contact your GP before mailing the follow up questionnaire, to confirm changes in details, including your address.","2019-09-09 21:49:01","2019-09-09 21:49:01",132,132,22,22
760,760,A25RJ54AHZGDOO,A25RJ54AHZGDOO,2,2,0,0,,,"2019-09-09 21:58:41","2019-09-09 21:58:41",2123,2123,23,23
761,761,A25RJ54AHZGDOO,A25RJ54AHZGDOO,2,2,2100,2100,"Should you agree to us collecting routine NHS data, it will be tracked via NHS and hospital numbers. Your name will be removed.","Should you agree to us collecting routine NHS data, it will be tracked via NHS and hospital numbers. Your name will be removed.","2019-09-09 22:09:47","2019-09-09 22:09:47",2123,2123,23,23
762,762,A25RJ54AHZGDOO,A25RJ54AHZGDOO,2,2,234,234,"You can complete the questionnaire at the hospital, handing it to the nurse or researcher, or at home, returning it using the pre-paid envelope.","You can complete the questionnaire at the hospital, handing it to the nurse or researcher, or at home, returning it using the pre-paid envelope.","2019-09-09 22:20:09","2019-09-09 22:20:09",2123,2123,23,23
763,763,A25RJ54AHZGDOO,A25RJ54AHZGDOO,2,2,283,283,"On agreeing to participate in a research study, your health and care information may be used to inform other research studies in various organisations.","On agreeing to participate in a research study, your health and care information may be used to inform other research studies in various organisations.","2019-09-09 22:25:49","2019-09-09 22:25:49",2123,2123,23,23
764,764,AHM33ZI3BLDX1,AHM33ZI3BLDX1,2,2,0,0,,,"2019-09-10 00:51:36","2019-09-10 00:51:36",132,132,22,22
765,765,AHM33ZI3BLDX1,AHM33ZI3BLDX1,2,2,232,232,"When you have read the information sheet, you will be asked whether you are happy to take part in the study.","When you have read the information sheet, you will be asked whether you are happy to take part in the study.","2019-09-10 00:52:52","2019-09-10 00:52:52",132,132,22,22
766,766,AHM33ZI3BLDX1,AHM33ZI3BLDX1,2,2,227,227,"We use questionnaires because it is important for us to find out about your health and well-being from your perspective - not from medical and hospital records.","We use questionnaires because it is important for us to find out about your health and well-being from your perspective - not from medical and hospital records.","2019-09-10 00:55:46","2019-09-10 00:55:46",132,132,22,22
767,767,AHM33ZI3BLDX1,AHM33ZI3BLDX1,2,2,2112,2112,"We will inform your GP that you are taking part in this study, and may contact them to confirm your details before mailing the follow-up questionnaire.","We will inform your GP that you are taking part in this study, and may contact them to confirm your details before mailing the follow-up questionnaire.","2019-09-10 00:56:46","2019-09-10 00:56:46",132,132,22,22
768,768,A2HCPK7302F0V6,A2HCPK7302F0V6,2,2,0,0,,,"2019-09-10 09:32:17","2019-09-10 09:32:17",3123,3123,23,23
769,769,A204QNV939BM0R,A204QNV939BM0R,2,2,0,0,,,"2019-09-10 09:34:36","2019-09-10 09:34:36",3123,3123,23,23
770,770,A2HCPK7302F0V6,A2HCPK7302F0V6,2,2,2100,2100,"If you have agreed for us to collect routine NHS data it will be tracked using your NHS number, no name will be used.","If you have agreed for us to collect routine NHS data it will be tracked using your NHS number, no name will be used.","2019-09-10 09:36:27","2019-09-10 09:36:27",3123,3123,23,23
771,771,A204QNV939BM0R,A204QNV939BM0R,2,2,2100,2100,"If you have agreed for us to hold your data, your name will be removed and it can be tracked with your NHS and Hospital numbers. ","If you have agreed for us to hold your data, your name will be removed and it can be tracked with your NHS and Hospital numbers. ","2019-09-10 09:36:58","2019-09-10 09:36:58",3123,3123,23,23
772,772,A2HCPK7302F0V6,A2HCPK7302F0V6,2,2,234,234,"You can complete the questinnaire whilst in hospital and hand it in before you leave or, you can take it home to complete and return in the pre-paid envelope.","You can complete the questinnaire whilst in hospital and hand it in before you leave or, you can take it home to complete and return in the pre-paid envelope.","2019-09-10 09:39:05","2019-09-10 09:39:05",3123,3123,23,23
773,773,A204QNV939BM0R,A204QNV939BM0R,2,2,234,234,"The questionnaire can be completed at home and posted back to us, or at the hospital and handed to a nurse or to a researcher.   ","The questionnaire can be completed at home and posted back to us, or at the hospital and handed to a nurse or to a researcher.   ","2019-09-10 09:39:34","2019-09-10 09:39:34",3123,3123,23,23
774,774,A2HCPK7302F0V6,A2HCPK7302F0V6,2,2,283,283,"When you agree to take part in a research study, you agree that the information about your health and care may be provided to other research studies in this, and other organisations.","When you agree to take part in a research study, you agree that the information about your health and care may be provided to other research studies in this, and other organisations.","2019-09-10 09:41:17","2019-09-10 09:41:17",3123,3123,23,23
775,775,A204QNV939BM0R,A204QNV939BM0R,2,2,283,283,"If you sign up for this study, your information may be used in other studies and by other organisations. ","If you sign up for this study, your information may be used in other studies and by other organisations. ","2019-09-10 09:41:46","2019-09-10 09:41:46",3123,3123,23,23
776,776,A3VRR7TNM21CQZ,A3VRR7TNM21CQZ,2,2,0,0,,,"2019-09-10 09:49:11","2019-09-10 09:49:11",3123,3123,23,23
777,777,A3VRR7TNM21CQZ,A3VRR7TNM21CQZ,2,2,2100,2100,"to collect NHS data there will be require your NHS and hospital numbers, but your name will be remove.","to collect NHS data there will be require your NHS and hospital numbers, but your name will be remove.","2019-09-10 09:51:29","2019-09-10 09:51:29",3123,3123,23,23
778,778,A3VRR7TNM21CQZ,A3VRR7TNM21CQZ,2,2,234,234,"if you want to take the questionnaire during your hospital visit and take to home, you can take it.","if you want to take the questionnaire during your hospital visit and take to home, you can take it.","2019-09-10 09:53:10","2019-09-10 09:53:10",3123,3123,23,23
779,779,A3VRR7TNM21CQZ,A3VRR7TNM21CQZ,2,2,283,283,"when you agree to take part in a research study, the information about your health and care provided to research studies in this organisation and in other organisations.","when you agree to take part in a research study, the information about your health and care provided to research studies in this organisation and in other organisations.","2019-09-10 10:01:00","2019-09-10 10:01:00",3123,3123,23,23
780,780,A3VRR7TNM21CQZ,A3VRR7TNM21CQZ,2,2,0,0,,,"2019-09-10 10:11:19","2019-09-10 10:11:19",213,213,22,22
781,781,A1NVQWRO6FJDBI,A1NVQWRO6FJDBI,2,2,0,0,,,"2019-09-10 10:12:44","2019-09-10 10:12:44",213,213,22,22
782,782,A1NVQWRO6FJDBI,A1NVQWRO6FJDBI,2,2,2112,2112,,,"2019-09-10 10:12:49","2019-09-10 10:12:49",213,213,22,22
783,783,A1NVQWRO6FJDBI,A1NVQWRO6FJDBI,2,2,232,232,,,"2019-09-10 10:12:57","2019-09-10 10:12:57",213,213,22,22
784,784,A1NVQWRO6FJDBI,A1NVQWRO6FJDBI,2,2,227,227,,,"2019-09-10 10:13:02","2019-09-10 10:13:02",213,213,22,22
785,785,A3VRR7TNM21CQZ,A3VRR7TNM21CQZ,2,2,2112,2112,"we will inform your GP to contact your GP before mailing out the follow  up questionnaire in case your details have changes or you have moved.","we will inform your GP to contact your GP before mailing out the follow  up questionnaire in case your details have changes or you have moved.","2019-09-10 10:15:05","2019-09-10 10:15:05",213,213,22,22
786,786,A3VRR7TNM21CQZ,A3VRR7TNM21CQZ,2,2,232,232,"after reading the information sheet and have had your questions answered, you will be asked whether you are happy to take part in study.","after reading the information sheet and have had your questions answered, you will be asked whether you are happy to take part in study.","2019-09-10 10:16:59","2019-09-10 10:16:59",213,213,22,22
787,787,A3VRR7TNM21CQZ,A3VRR7TNM21CQZ,2,2,227,227,"Other studies collect data about people from their medical and hospital records, but for us it is important to find out about your health and well being from your perspective through your responses to 
 questionnaires.","Other studies collect data about people from their medical and hospital records, but for us it is important to find out about your health and well being from your perspective through your responses to 
 questionnaires.","2019-09-10 10:20:07","2019-09-10 10:20:07",213,213,22,22
788,788,A2MHJVAA3RH21R,A2MHJVAA3RH21R,2,2,0,0,,,"2019-09-10 10:24:22","2019-09-10 10:24:22",213,213,22,22
789,789,A2MHJVAA3RH21R,A2MHJVAA3RH21R,2,2,2112,2112,"We will tell your GP that you are taking in a study, and may speak them before mailing out the next questionnaire in case something about you has changed. ","We will tell your GP that you are taking in a study, and may speak them before mailing out the next questionnaire in case something about you has changed. ","2019-09-10 10:29:01","2019-09-10 10:29:01",213,213,22,22
790,790,A2MHJVAA3RH21R,A2MHJVAA3RH21R,2,2,232,232,"Once you have read the information sheet and answered the questions, you will then be asked where you want to take part in the study.","Once you have read the information sheet and answered the questions, you will then be asked where you want to take part in the study.","2019-09-10 10:30:06","2019-09-10 10:30:06",213,213,22,22
791,791,A2MHJVAA3RH21R,A2MHJVAA3RH21R,2,2,227,227,"Other studies collect data about people from their records, but we believe it is important also to find out about your health from your questionnaires. ","Other studies collect data about people from their records, but we believe it is important also to find out about your health from your questionnaires. ","2019-09-10 10:31:35","2019-09-10 10:31:35",213,213,22,22
792,792,A2TZH3L7RO6RFS,A2TZH3L7RO6RFS,2,2,0,0,,,"2019-09-10 10:42:03","2019-09-10 10:42:03",213,213,22,22
793,793,A2TZH3L7RO6RFS,A2TZH3L7RO6RFS,2,2,2112,2112,"We will inform and may contact your GP that you are taking part in this study before mailing the follow up questionnaire unless your details have changed or you have moved.","We will inform and may contact your GP that you are taking part in this study before mailing the follow up questionnaire unless your details have changed or you have moved.","2019-09-10 10:46:00","2019-09-10 10:46:00",213,213,22,22
794,794,A33UFT5HSU412H,A33UFT5HSU412H,2,2,0,0,,,"2019-09-10 10:46:56","2019-09-10 10:46:56",213,213,22,22
795,795,A33UFT5HSU412H,A33UFT5HSU412H,2,2,2112,2112,"We will tell your GP that you are taking part and may check with them before sending you another questionnaire in case anything has changed","We will tell your GP that you are taking part and may check with them before sending you another questionnaire in case anything has changed","2019-09-10 10:47:58","2019-09-10 10:47:58",213,213,22,22
796,796,A2TZH3L7RO6RFS,A2TZH3L7RO6RFS,2,2,232,232,"After you have read the information sheet and have answered the questions you will be asked if you are happy to take part in the study.","After you have read the information sheet and have answered the questions you will be asked if you are happy to take part in the study.","2019-09-10 10:48:21","2019-09-10 10:48:21",213,213,22,22
797,797,A33UFT5HSU412H,A33UFT5HSU412H,2,2,232,232,"Once you have read all the instructions and asked any questions you have, we will check to see you still want to do the study","Once you have read all the instructions and asked any questions you have, we will check to see you still want to do the study","2019-09-10 10:48:46","2019-09-10 10:48:46",213,213,22,22
798,798,A33UFT5HSU412H,A33UFT5HSU412H,2,2,227,227,"Other studies check your GP and hospital records, but we think its better to check how you are feeling by asking questions","Other studies check your GP and hospital records, but we think its better to check how you are feeling by asking questions","2019-09-10 10:49:56","2019-09-10 10:49:56",213,213,22,22
799,799,A2TZH3L7RO6RFS,A2TZH3L7RO6RFS,2,2,227,227,"Other studies collect data from medical and hospital records but we believe it is important to find out about your health and well-being from your perspective through your responses to questionnaires.","Other studies collect data from medical and hospital records but we believe it is important to find out about your health and well-being from your perspective through your responses to questionnaires.","2019-09-10 10:51:46","2019-09-10 10:51:46",213,213,22,22
800,800,"A26EN6J1ENYOC ","A26EN6J1ENYOC ",2,2,0,0,,,"2019-09-10 11:01:06","2019-09-10 11:01:06",213,213,22,22
801,801,"A26EN6J1ENYOC ","A26EN6J1ENYOC ",2,2,2112,2112,"we we tell your GP that  you are taking part in our study and my tell your doctor before sending you the corresponding questionnaire just to be sure your details have not changed or moved","we we tell your GP that  you are taking part in our study and my tell your doctor before sending you the corresponding questionnaire just to be sure your details have not changed or moved","2019-09-10 11:10:00","2019-09-10 11:10:00",213,213,22,22
802,802,"A26EN6J1ENYOC ","A26EN6J1ENYOC ",2,2,232,232,"when you have read the instruction sheet and have answered your questions, you would be asked if you want to carry on with the study","when you have read the instruction sheet and have answered your questions, you would be asked if you want to carry on with the study","2019-09-10 11:11:42","2019-09-10 11:11:42",213,213,22,22
803,803,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,0,0,,,"2019-09-10 11:12:22","2019-09-10 11:12:22",213,213,22,22
804,804,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,2112,2112,"At some point we will contact your GP to check that your details have not changed.","At some point we will contact your GP to check that your details have not changed.","2019-09-10 11:13:04","2019-09-10 11:13:04",213,213,22,22
805,805,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,232,232,"Lastly, we will double check you are still happy to take part.","Lastly, we will double check you are still happy to take part.","2019-09-10 11:13:28","2019-09-10 11:13:28",213,213,22,22
806,806,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,227,227,"We value your repsonses to the questionaire as much as official data.","We value your repsonses to the questionaire as much as official data.","2019-09-10 11:13:59","2019-09-10 11:13:59",213,213,22,22
807,807,"A26EN6J1ENYOC ","A26EN6J1ENYOC ",2,2,227,227,"other researches gather information about people from their medical and hospital records, but we are of the opinion that it is important to find out about your health and well-being from you through your responses to our questionnaires","other researches gather information about people from their medical and hospital records, but we are of the opinion that it is important to find out about your health and well-being from you through your responses to our questionnaires","2019-09-10 11:16:48","2019-09-10 11:16:48",213,213,22,22
808,808,A1HX579VKHLYZX,A1HX579VKHLYZX,2,2,0,0,,,"2019-09-10 11:19:39","2019-09-10 11:19:39",213,213,22,22
809,809,A1HX579VKHLYZX,A1HX579VKHLYZX,2,2,2112,2112,"Once this survey / study has been completed, we will be in contact with your local GP to check your  contact details, address or mediacal details have not changed, should the details remain the same, you will receive a follow up questionaire ","Once this survey / study has been completed, we will be in contact with your local GP to check your  contact details, address or mediacal details have not changed, should the details remain the same, you will receive a follow up questionaire ","2019-09-10 11:24:04","2019-09-10 11:24:04",213,213,22,22
810,810,A1HX579VKHLYZX,A1HX579VKHLYZX,2,2,232,232,"Once you have read the informtion sheet attached, accepted the T&amp;C's &amp; have no further questions, we will contact you to confirm you are happy to proceed with the next stage of the study ","Once you have read the informtion sheet attached, accepted the T&amp;C's &amp; have no further questions, we will contact you to confirm you are happy to proceed with the next stage of the study ","2019-09-10 11:26:01","2019-09-10 11:26:01",213,213,22,22
811,811,A1HX579VKHLYZX,A1HX579VKHLYZX,2,2,227,227,"Other studies will obtain information about you medical records, this shouldnt be the case as all medical records should be kept private. We will never ask for personal details of medical history &amp; feel it is more appropriate to get the information directley from the person themself &amp; only take infomation you are willing to talk about. ","Other studies will obtain information about you medical records, this shouldnt be the case as all medical records should be kept private. We will never ask for personal details of medical history &amp; feel it is more appropriate to get the information directley from the person themself &amp; only take infomation you are willing to talk about. ","2019-09-10 11:30:08","2019-09-10 11:30:08",213,213,22,22
812,812,A1MP3NYIS55VQP,A1MP3NYIS55VQP,2,2,0,0,,,"2019-09-10 11:53:27","2019-09-10 11:53:27",213,213,22,22
813,813,A1J4DOQBYVLHZP,A1J4DOQBYVLHZP,2,2,0,0,,,"2019-09-10 12:07:45","2019-09-10 12:07:45",3123,3123,23,23
814,814,A1J4DOQBYVLHZP,A1J4DOQBYVLHZP,2,2,2100,2100,,,"2019-09-10 12:08:05","2019-09-10 12:08:05",3123,3123,23,23
815,815,A1J4DOQBYVLHZP,A1J4DOQBYVLHZP,2,2,234,234,,,"2019-09-10 12:08:19","2019-09-10 12:08:19",3123,3123,23,23
816,816,A1J4DOQBYVLHZP,A1J4DOQBYVLHZP,2,2,234,234,,,"2019-09-10 12:08:19","2019-09-10 12:08:19",3123,3123,23,23
817,817,A1J4DOQBYVLHZP,A1J4DOQBYVLHZP,2,2,234,234,,,"2019-09-10 12:08:20","2019-09-10 12:08:20",3123,3123,23,23
818,818,A1J4DOQBYVLHZP,A1J4DOQBYVLHZP,2,2,283,283,,,"2019-09-10 12:08:27","2019-09-10 12:08:27",3123,3123,23,23
819,819,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,0,0,,,"2019-09-10 12:34:28","2019-09-10 12:34:28",3123,3123,23,23
820,820,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,2100,2100,"If you are happy for us to collect your NHS data, we will record it using your NHS and hospital ID numbers, but we won't keep it with your name still on it.","If you are happy for us to collect your NHS data, we will record it using your NHS and hospital ID numbers, but we won't keep it with your name still on it.","2019-09-10 12:35:14","2019-09-10 12:35:14",3123,3123,23,23
821,821,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,234,234,"You can fill out the questionnaire and give it to us either during your hospital visit or in the post with the postage-paid envelope.","You can fill out the questionnaire and give it to us either during your hospital visit or in the post with the postage-paid envelope.","2019-09-10 12:35:56","2019-09-10 12:35:56",3123,3123,23,23
822,822,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,283,283,"When you sign up to a research study, information about your health and care may be shared with other research studies, either here or in other places.","When you sign up to a research study, information about your health and care may be shared with other research studies, either here or in other places.","2019-09-10 12:36:42","2019-09-10 12:36:42",3123,3123,23,23
823,823,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,0,0,,,"2019-09-10 13:19:35","2019-09-10 13:19:35",312,312,22,22
824,824,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,227,227,"Some studies only use medical and hospital records to learn about people, but we think it's also important to ask you questions about your health and well-being so that we can get your perspective.","Some studies only use medical and hospital records to learn about people, but we think it's also important to ask you questions about your health and well-being so that we can get your perspective.","2019-09-10 13:20:24","2019-09-10 13:20:24",312,312,22,22
825,825,A398EWYF8HJEDA,A398EWYF8HJEDA,2,2,0,0,,,"2019-09-10 13:20:49","2019-09-10 13:20:49",312,312,22,22
826,826,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,232,232,"Once you've read the factsheet, and we've answered any questions you might have, we'll then ask if you're happy to continue with the study.","Once you've read the factsheet, and we've answered any questions you might have, we'll then ask if you're happy to continue with the study.","2019-09-10 13:20:58","2019-09-10 13:20:58",312,312,22,22
827,827,AULSRNSXS3N1V,AULSRNSXS3N1V,2,2,0,0,,,"2019-09-10 13:21:17","2019-09-10 13:21:17",312,312,22,22
828,828,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,2112,2112,"We'll let your GP know that you're part of the study, and we may also get in touch with them before we send you the follow-up questionnaire, to make sure that none of your details have changed.","We'll let your GP know that you're part of the study, and we may also get in touch with them before we send you the follow-up questionnaire, to make sure that none of your details have changed.","2019-09-10 13:21:45","2019-09-10 13:21:45",312,312,22,22
829,829,AULSRNSXS3N1V,AULSRNSXS3N1V,2,2,227,227,"Other studies collect data about people from their medical records. We believe it is important to find out about your health and wellbeing.","Other studies collect data about people from their medical records. We believe it is important to find out about your health and wellbeing.","2019-09-10 13:21:52","2019-09-10 13:21:52",312,312,22,22
830,830,AULSRNSXS3N1V,AULSRNSXS3N1V,2,2,232,232,"After you are happy with everything, you will be asked whether you want to take part in the study.","After you are happy with everything, you will be asked whether you want to take part in the study.","2019-09-10 13:22:31","2019-09-10 13:22:31",312,312,22,22
831,831,AULSRNSXS3N1V,AULSRNSXS3N1V,2,2,2112,2112,"We will inform your GP that you are taking part and may contact them for additional information.","We will inform your GP that you are taking part and may contact them for additional information.","2019-09-10 13:23:04","2019-09-10 13:23:04",312,312,22,22
832,832,A398EWYF8HJEDA,A398EWYF8HJEDA,2,2,227,227,"We are different from other studies, that only collect health and well-being data about people from their medical and hospital records. We believe it is important to seek you perspective through a direct response from you to questionannaires.","We are different from other studies, that only collect health and well-being data about people from their medical and hospital records. We believe it is important to seek you perspective through a direct response from you to questionannaires.","2019-09-10 13:23:07","2019-09-10 13:23:07",312,312,22,22
833,833,A398EWYF8HJEDA,A398EWYF8HJEDA,2,2,232,232,"You will have the opportunity to read the information sheet and ask questions, before you confirm whether you are happy to take part in the study.","You will have the opportunity to read the information sheet and ask questions, before you confirm whether you are happy to take part in the study.","2019-09-10 13:24:02","2019-09-10 13:24:02",312,312,22,22
834,834,A3KV3EG94U3EZ8,A3KV3EG94U3EZ8,2,2,0,0,,,"2019-09-10 13:24:33","2019-09-10 13:24:33",312,312,22,22
835,835,A398EWYF8HJEDA,A398EWYF8HJEDA,2,2,2112,2112,"Your GP will be informed that you are taking part in this study. We may be in touch with your GP before sending out the follow up questionnaire, in case your details have changed or you have moved.","Your GP will be informed that you are taking part in this study. We may be in touch with your GP before sending out the follow up questionnaire, in case your details have changed or you have moved.","2019-09-10 13:24:45","2019-09-10 13:24:45",312,312,22,22
836,836,A3KV3EG94U3EZ8,A3KV3EG94U3EZ8,2,2,227,227,"Other studies collect data about people from their medical records, but we think it is important to find out about your health and well-being from your point of view.","Other studies collect data about people from their medical records, but we think it is important to find out about your health and well-being from your point of view.","2019-09-10 13:26:09","2019-09-10 13:26:09",312,312,22,22
837,837,A3KV3EG94U3EZ8,A3KV3EG94U3EZ8,2,2,232,232,"After you have read the information sheet you will be asked whether you are happy to take part.","After you have read the information sheet you will be asked whether you are happy to take part.","2019-09-10 13:27:03","2019-09-10 13:27:03",312,312,22,22
838,838,A3KV3EG94U3EZ8,A3KV3EG94U3EZ8,2,2,2112,2112,"We will tell your GP that you are taking part in the study. We may confirm with your GP whether your details are the same before we mail out the follow up questionnaire.","We will tell your GP that you are taking part in the study. We may confirm with your GP whether your details are the same before we mail out the follow up questionnaire.","2019-09-10 13:28:03","2019-09-10 13:28:03",312,312,22,22
839,839,A27QIBL4MO6Z0X,A27QIBL4MO6Z0X,2,2,0,0,,,"2019-09-10 13:28:26","2019-09-10 13:28:26",312,312,22,22
840,840,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,0,0,,,"2019-09-10 13:30:24","2019-09-10 13:30:24",312,312,22,22
841,841,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,227,227,"The information you provide in the questionnaire is as impoirtant as any other data we recieve.","The information you provide in the questionnaire is as impoirtant as any other data we recieve.","2019-09-10 13:31:14","2019-09-10 13:31:14",312,312,22,22
842,842,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,232,232,"Lastly, we will check that you are still happy to go ahead.","Lastly, we will check that you are still happy to go ahead.","2019-09-10 13:31:40","2019-09-10 13:31:40",312,312,22,22
843,843,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,2112,2112,"We will check with your GP that your deatails are still the same and then send you the questionnaire.","We will check with your GP that your deatails are still the same and then send you the questionnaire.","2019-09-10 13:32:14","2019-09-10 13:32:14",312,312,22,22
844,844,A1OKB37HUEJVHT,A1OKB37HUEJVHT,2,2,0,0,,,"2019-09-10 13:35:21","2019-09-10 13:35:21",312,312,22,22
845,845,A1OKB37HUEJVHT,A1OKB37HUEJVHT,2,2,227,227,"Other studies collect data about people from their medical records. Understanding your health and wellbeing from your perspective is important.","Other studies collect data about people from their medical records. Understanding your health and wellbeing from your perspective is important.","2019-09-10 13:36:38","2019-09-10 13:36:38",312,312,22,22
846,846,A1OKB37HUEJVHT,A1OKB37HUEJVHT,2,2,232,232,"You will be asked if you would like to continue with the study after you have read the information sheet.","You will be asked if you would like to continue with the study after you have read the information sheet.","2019-09-10 13:37:35","2019-09-10 13:37:35",312,312,22,22
847,847,A1OKB37HUEJVHT,A1OKB37HUEJVHT,2,2,2112,2112,"Your GP will be informed you are taking part in this study. We may contact your GP before mailing out follow up questionnaires to check your details.","Your GP will be informed you are taking part in this study. We may contact your GP before mailing out follow up questionnaires to check your details.","2019-09-10 13:38:13","2019-09-10 13:38:13",312,312,22,22
848,848,A1AMNSC5GMIKWR,A1AMNSC5GMIKWR,2,2,0,0,,,"2019-09-10 13:38:40","2019-09-10 13:38:40",312,312,22,22
849,849,A1AMNSC5GMIKWR,A1AMNSC5GMIKWR,2,2,227,227,"Data from other studies is collected from their medical and hospital records but we believe it is important to find out about your health and wellbeing from your perspective through your responses to questionnaires","Data from other studies is collected from their medical and hospital records but we believe it is important to find out about your health and wellbeing from your perspective through your responses to questionnaires","2019-09-10 13:41:09","2019-09-10 13:41:09",312,312,22,22
850,850,A3OL5N49RZP2P1,A3OL5N49RZP2P1,2,2,0,0,,,"2019-09-10 13:46:16","2019-09-10 13:46:16",3123,3123,23,23
851,851,A3OL5N49RZP2P1,A3OL5N49RZP2P1,2,2,2100,2100,,,"2019-09-10 13:46:33","2019-09-10 13:46:33",3123,3123,23,23
852,852,A3OL5N49RZP2P1,A3OL5N49RZP2P1,2,2,234,234,,,"2019-09-10 13:46:54","2019-09-10 13:46:54",3123,3123,23,23
853,853,A3OL5N49RZP2P1,A3OL5N49RZP2P1,2,2,283,283,,,"2019-09-10 13:47:07","2019-09-10 13:47:07",3123,3123,23,23
854,854,A3OL5N49RZP2P1,A3OL5N49RZP2P1,2,2,0,0,,,"2019-09-10 13:59:08","2019-09-10 13:59:08",312,312,22,22
855,855,A3OL5N49RZP2P1,A3OL5N49RZP2P1,2,2,227,227,,,"2019-09-10 13:59:12","2019-09-10 13:59:12",312,312,22,22
856,856,A3OL5N49RZP2P1,A3OL5N49RZP2P1,2,2,232,232,,,"2019-09-10 13:59:16","2019-09-10 13:59:16",312,312,22,22
857,857,A3OL5N49RZP2P1,A3OL5N49RZP2P1,2,2,2112,2112,,,"2019-09-10 13:59:23","2019-09-10 13:59:23",312,312,22,22
858,858,A2NZXPC9NYYFOZ,A2NZXPC9NYYFOZ,2,2,0,0,,,"2019-09-10 14:00:53","2019-09-10 14:00:53",3123,3123,23,23
859,859,A300NSYGWVGOMM,A300NSYGWVGOMM,2,2,0,0,,,"2019-09-10 14:39:23","2019-09-10 14:39:23",312,312,22,22
860,860,A300NSYGWVGOMM,A300NSYGWVGOMM,2,2,227,227,"We find out about your health and well-being from what you tell us, this is different to other studies, who may analyse your medical records.","We find out about your health and well-being from what you tell us, this is different to other studies, who may analyse your medical records.","2019-09-10 14:40:33","2019-09-10 14:40:33",312,312,22,22
861,861,A300NSYGWVGOMM,A300NSYGWVGOMM,2,2,232,232,"You will be asked if your happy to proceed after you have read all information and asked your questions.","You will be asked if your happy to proceed after you have read all information and asked your questions.","2019-09-10 14:41:41","2019-09-10 14:41:41",312,312,22,22
