idReviser,0,rEmail,1,rInterest,2,rHealth,3,rAge,4,rEducation,5,dateT,6,flag,7,idGroup,8
678,678,A1FEPJESBGNOU5,A1FEPJESBGNOU5,2,2,2,2,1,1,2,2,"2019-11-27 07:32:49","2019-11-27 07:32:49",6419,6419,6419,6419
679,679,A27QIBL4MO6Z0X,A27QIBL4MO6Z0X,1,1,1,1,2,2,4,4,"2019-11-27 07:43:02","2019-11-27 07:43:02",6419,6419,6419,6419
680,680,A2TO7EL78TB0AD,A2TO7EL78TB0AD,1,1,2,2,5,5,5,5,"2019-11-27 08:55:52","2019-11-27 08:55:52",6219,6219,6219,6219
681,681,A3JBXAUGUPVIQR,A3JBXAUGUPVIQR,3,3,1,1,2,2,4,4,"2019-11-27 09:08:19","2019-11-27 09:08:19",6219,6219,6219,6219
682,682,AR1T9V6PW5OD6,AR1T9V6PW5OD6,2,2,2,2,1,1,3,3,"2019-11-27 09:13:42","2019-11-27 09:13:42",6419,6419,6419,6419
683,683,A1C0AWJ1JULKO2,A1C0AWJ1JULKO2,1,1,1,1,3,3,4,4,"2019-11-27 09:30:55","2019-11-27 09:30:55",6419,6419,6419,6419
684,684,A1C0AWJ1JULKO2,A1C0AWJ1JULKO2,1,1,1,1,3,3,,,"2019-11-27 09:35:06","2019-11-27 09:35:06",6419,6419,6419,6419
685,685,A2HC04434S9TP0,A2HC04434S9TP0,1,1,1,1,4,4,4,4,"2019-11-27 09:39:08","2019-11-27 09:39:08",6319,6319,6319,6319
686,686,AFAX6KGS1P9GI,AFAX6KGS1P9GI,1,1,2,2,2,2,3,3,"2019-11-27 09:49:40","2019-11-27 09:49:40",6219,6219,6219,6219
687,687,A2CA5NH50MKUPY,A2CA5NH50MKUPY,1,1,1,1,2,2,4,4,"2019-11-27 10:21:10","2019-11-27 10:21:10",6219,6219,6219,6219
688,688," COPIEDAOJKD4QGUIDYG"," COPIEDAOJKD4QGUIDYG",1,1,2,2,4,4,2,2,"2019-11-27 10:40:42","2019-11-27 10:40:42",6419,6419,6419,6419
689,689,A14MCHQB6Z8MVT,A14MCHQB6Z8MVT,2,2,2,2,3,3,4,4,"2019-11-27 11:39:03","2019-11-27 11:39:03",6319,6319,6319,6319
690,690,COPIEDA2Q909ALQMOZB3,COPIEDA2Q909ALQMOZB3,3,3,2,2,2,2,5,5,"2019-11-27 12:09:47","2019-11-27 12:09:47",6319,6319,6319,6319
691,691,A171ARPSKRJB93,A171ARPSKRJB93,1,1,2,2,1,1,2,2,"2019-11-27 12:48:00","2019-11-27 12:48:00",6419,6419,6419,6419
692,692,AGOWZQGUL280W,AGOWZQGUL280W,1,1,2,2,2,2,5,5,"2019-11-27 14:27:29","2019-11-27 14:27:29",6419,6419,6419,6419
693,693,A1YWFS9HLO3J7B,A1YWFS9HLO3J7B,1,1,2,2,1,1,3,3,"2019-11-27 15:46:27","2019-11-27 15:46:27",6319,6319,6319,6319
694,694,A6M6ES3Z7QNWG,A6M6ES3Z7QNWG,1,1,2,2,1,1,2,2,"2019-11-27 15:55:44","2019-11-27 15:55:44",6419,6419,6419,6419
695,695,A6M6ES3Z7QNWG,A6M6ES3Z7QNWG,1,1,2,2,1,1,2,2,"2019-11-27 16:01:24","2019-11-27 16:01:24",6419,6419,6419,6419
696,696,AMQOY20HZIZCE,AMQOY20HZIZCE,3,3,2,2,3,3,1,1,"2019-11-27 16:22:15","2019-11-27 16:22:15",6419,6419,6419,6419
697,697,A28MMKQWUXUL2X,A28MMKQWUXUL2X,2,2,2,2,2,2,5,5,"2019-11-27 16:54:32","2019-11-27 16:54:32",6319,6319,6319,6319
698,698,A1JOMEOFHQBM50,A1JOMEOFHQBM50,2,2,2,2,1,1,3,3,"2019-11-27 17:14:25","2019-11-27 17:14:25",6319,6319,6319,6319
699,699,A1J25XF4DD6XBM,A1J25XF4DD6XBM,2,2,3,3,1,1,2,2,"2019-11-27 17:58:18","2019-11-27 17:58:18",6319,6319,6319,6319
700,700,": COPIEDA3PS5ZE5H19K66",": COPIEDA3PS5ZE5H19K66",1,1,2,2,2,2,4,4,"2019-11-27 18:14:53","2019-11-27 18:14:53",6319,6319,6319,6319
701,701,A68BJHDN5S942,A68BJHDN5S942,2,2,2,2,1,1,2,2,"2019-11-27 20:13:17","2019-11-27 20:13:17",6319,6319,6319,6319
702,702,A3EF2PPVXN51B5,A3EF2PPVXN51B5,2,2,2,2,1,1,4,4,"2019-11-27 22:46:03","2019-11-27 22:46:03",6319,6319,6319,6319
703,703,A28T8U97TJRAI1,A28T8U97TJRAI1,2,2,2,2,3,3,3,3,"2019-11-28 10:00:36","2019-11-28 10:00:36",6319,6319,6319,6319
704,704,AZJJM4MLJN12F,AZJJM4MLJN12F,1,1,2,2,1,1,3,3,"2019-11-28 10:40:34","2019-11-28 10:40:34",6319,6319,6319,6319
</tbody></table>
