idClozeW,0,idReviser,1,idLeaflet,2,idSentence,3,clozeField1,4,clozeField2,5,clozeField3,6,clozeField4,7,clozeField5,8,clozeField6,9,clozeField7,10,clozeField8,11,clozeField9,12,clozeField10,13,dateT,14,flag,15,idGroup,16
557,557,ARHDGH8G2GKCY,ARHDGH8G2GKCY,2,2,2100,2100,after,after,us,us,details,details,and,and,records,records,be,be,,,,,,,,,"2019-08-26 20:42:01","2019-08-26 20:42:01",123,123,23,23
558,558,ARHDGH8G2GKCY,ARHDGH8G2GKCY,2,2,234,234,you,you,in,in,give,give,or,or,take,take,and,and,,,,,,,,,"2019-08-26 20:43:09","2019-08-26 20:43:09",123,123,23,23
559,559,ARHDGH8G2GKCY,ARHDGH8G2GKCY,2,2,283,283,can,can,part,part,the,the,records,records,to,to,with,with,in,in,,,,,,,"2019-08-26 20:44:06","2019-08-26 20:44:06",123,123,23,23
560,560,A3L6JNFBB7DQBO,A3L6JNFBB7DQBO,3,3,324,324,the,the,at,at,therapy,therapy,and,and,a,a,will,will,,,,,,,,,"2019-08-26 20:53:47","2019-08-26 20:53:47",123,123,33,33
561,561,A3L6JNFBB7DQBO,A3L6JNFBB7DQBO,3,3,341,341,All,All,provided,provided,course,course,any,any,will,will,,,,,,,,,,,"2019-08-26 20:54:39","2019-08-26 20:54:39",123,123,33,33
562,562,A3L6JNFBB7DQBO,A3L6JNFBB7DQBO,3,3,343,343,All,All,the,the,be,be,filing,filing,premised,premised,safe,safe,staff,staff,,,,,,,"2019-08-26 20:55:18","2019-08-26 20:55:18",123,123,33,33
563,563,A3L6JNFBB7DQBO,A3L6JNFBB7DQBO,3,3,312,312,Part,Part,will,will,therapy,therapy,may,may,any,any,they,they,,,,,,,,,"2019-08-26 21:02:21","2019-08-26 21:02:21",123,123,32,32
564,564,A3L6JNFBB7DQBO,A3L6JNFBB7DQBO,3,3,319,319,"please note","please note",study,study,medical,medical,modified,modified,do,do,,,,,,,,,,,"2019-08-26 21:03:23","2019-08-26 21:03:23",123,123,32,32
565,565,A3L6JNFBB7DQBO,A3L6JNFBB7DQBO,3,3,333,333,It,It,will,will,part,part,the,the,will,will,medicine,medicine,patients,patients,,,,,,,"2019-08-26 21:03:47","2019-08-26 21:03:47",123,123,32,32
566,566,A3L6JNFBB7DQBO,A3L6JNFBB7DQBO,2,2,2100,2100,If,If,us,us,tests,tests,on,on,record,record,be,be,,,,,,,,,"2019-08-26 21:13:59","2019-08-26 21:13:59",123,123,23,23
567,567,A3L6JNFBB7DQBO,A3L6JNFBB7DQBO,2,2,234,234,You,You,during,during,hand,hand,or,or,take,take,and,and,,,,,,,,,"2019-08-26 21:14:33","2019-08-26 21:14:33",123,123,23,23
568,568,A3L6JNFBB7DQBO,A3L6JNFBB7DQBO,2,2,283,283,If,If,part,part,all,all,and,and,to,to,projects,projects,any,any,,,,,,,"2019-08-26 21:15:02","2019-08-26 21:15:02",123,123,23,23
569,569,A27QIBL4MO6Z0X,A27QIBL4MO6Z0X,3,3,312,312,because,because,"there will","there will",people,people,will,will,the,the,they,they,,,,,,,,,"2019-08-26 21:15:05","2019-08-26 21:15:05",123,123,32,32
570,570,A27QIBL4MO6Z0X,A27QIBL4MO6Z0X,3,3,319,319,"note that","note that",survey,survey,answers,answers,collected,collected,do,do,,,,,,,,,,,"2019-08-26 21:16:56","2019-08-26 21:16:56",123,123,32,32
571,571,A27QIBL4MO6Z0X,A27QIBL4MO6Z0X,3,3,333,333,it,it,will,will,part,part,the,the,will,will,"research ","research ",people,people,,,,,,,"2019-08-26 21:17:45","2019-08-26 21:17:45",123,123,32,32
572,572,A1YA8AX0KPGMNI,A1YA8AX0KPGMNI,4,4,418,418,,,,,,,,,,,,,,,,,,,,,"2019-08-26 21:45:54","2019-08-26 21:45:54",123,123,42,42
573,573,A1YA8AX0KPGMNI,A1YA8AX0KPGMNI,4,4,472,472,Southampton,Southampton,information,information,study,study,the,the,,,,,,,,,,,,,"2019-08-26 21:46:44","2019-08-26 21:46:44",123,123,42,42
574,574,A1YA8AX0KPGMNI,A1YA8AX0KPGMNI,4,4,455,455,Retaining,Retaining,is,is,of,of,in,in,Data,Data,for,for,public,public,,,,,,,"2019-08-26 21:48:03","2019-08-26 21:48:03",123,123,42,42
575,575,ATOFK3PAS290J,ATOFK3PAS290J,3,3,324,324,,,,,,,,,,,,,,,,,,,,,"2019-08-26 21:53:37","2019-08-26 21:53:37",123,123,33,33
576,576,A1YA8AX0KPGMNI,A1YA8AX0KPGMNI,3,3,312,312,Part,Part,may,may,patients,patients,will,will,the,the,they,they,,,,,,,,,"2019-08-26 22:02:30","2019-08-26 22:02:30",123,123,32,32
577,577,A1YA8AX0KPGMNI,A1YA8AX0KPGMNI,3,3,319,319,"Please note","Please note",study,study,primary,primary,affected,affected,do,do,,,,,,,,,,,"2019-08-26 22:03:11","2019-08-26 22:03:11",123,123,32,32
578,578,A1YA8AX0KPGMNI,A1YA8AX0KPGMNI,3,3,333,333,It,It,will,will,part,part,the,the,will,will,assess,assess,those,those,,,,,,,"2019-08-26 22:03:50","2019-08-26 22:03:50",123,123,32,32
579,579,ATOFK3PAS290J,ATOFK3PAS290J,3,3,324,324,The,The,at,at,practical,practical,and,and,the,the,did,did,,,,,,,,,"2019-08-26 22:09:39","2019-08-26 22:09:39",123,123,33,33
580,580,ATOFK3PAS290J,ATOFK3PAS290J,3,3,341,341,Neither,Neither,provided,provided,period,period,all,all,can,can,,,,,,,,,,,"2019-08-26 22:20:46","2019-08-26 22:20:46",123,123,33,33
581,581,ATOFK3PAS290J,ATOFK3PAS290J,3,3,343,343,Your,Your,your,your,be,be,safety,safety,vaults,vaults,protected,protected,head,head,,,,,,,"2019-08-26 22:24:30","2019-08-26 22:24:30",123,123,33,33
582,582,A3K0H7QLYSKKJH,A3K0H7QLYSKKJH,3,3,312,312,Most,Most,"would ","would ","related ","related ","can ","can ","the ","the ","normally ","normally ",,,,,,,,,"2019-08-26 22:35:13","2019-08-26 22:35:13",123,123,32,32
583,583,A13ZHDVQO60AXW,A13ZHDVQO60AXW,2,2,2100,2100,Today,Today,staff,staff,data,data,electronically,electronically,location,location,be,be,,,,,,,,,"2019-08-26 22:43:42","2019-08-26 22:43:42",123,123,23,23
584,584,A13ZHDVQO60AXW,A13ZHDVQO60AXW,2,2,234,234,You,You,at,at,return,return,and,and,send,send,and,and,,,,,,,,,"2019-08-26 22:45:28","2019-08-26 22:45:28",123,123,23,23
585,585,A13ZHDVQO60AXW,A13ZHDVQO60AXW,2,2,283,283,So,So,part,part,regarding,regarding,and,and,with,with,projects,projects,bigger,bigger,,,,,,,"2019-08-26 22:46:52","2019-08-26 22:46:52",123,123,23,23
586,586,ATOFK3PAS290J,ATOFK3PAS290J,2,2,2100,2100,If,If,them,them,information,information,through,through,number,number,be,be,,,,,,,,,"2019-08-26 23:29:03","2019-08-26 23:29:03",123,123,23,23
587,587,ATOFK3PAS290J,ATOFK3PAS290J,2,2,234,234,You,You,during,during,return,return,or,or,take,take,and,and,,,,,,,,,"2019-08-26 23:29:57","2019-08-26 23:29:57",123,123,23,23
588,588,ATOFK3PAS290J,ATOFK3PAS290J,2,2,283,283,If,If,part,part,the,the,and,and,by,by,projects,projects,any,any,,,,,,,"2019-08-26 23:32:16","2019-08-26 23:32:16",123,123,23,23
589,589,A1J25XF4DD6XBM,A1J25XF4DD6XBM,3,3,312,312,,,,,,,,,,,,,,,,,,,,,"2019-08-26 23:41:02","2019-08-26 23:41:02",123,123,32,32
590,590,A3SITW767PUHIN,A3SITW767PUHIN,3,3,312,312,Part,Part,could,could,patients,patients,could,could,the,the,they,they,,,,,,,,,"2019-08-27 00:37:08","2019-08-27 00:37:08",123,123,32,32
591,591,A3SITW767PUHIN,A3SITW767PUHIN,3,3,319,319,Further,Further,programme,programme,future,future,affected,affected,do,do,,,,,,,,,,,"2019-08-27 00:37:36","2019-08-27 00:37:36",123,123,32,32
592,592,A3SITW767PUHIN,A3SITW767PUHIN,3,3,333,333,It,It,will,will,part,part,the,the,will,will,understand,understand,patients,patients,,,,,,,"2019-08-27 00:38:08","2019-08-27 00:38:08",123,123,32,32
593,593,A34GAZW7WFPOMU,A34GAZW7WFPOMU,3,3,312,312,The,The,will,will,people,people,can,can,the,the,they,they,,,,,,,,,"2019-08-27 02:26:02","2019-08-27 02:26:02",123,123,32,32
594,594,A34GAZW7WFPOMU,A34GAZW7WFPOMU,3,3,319,319,Before,Before,programme,programme,health,health,comprimised,comprimised,do,do,,,,,,,,,,,"2019-08-27 02:26:33","2019-08-27 02:26:33",123,123,32,32
595,595,A34GAZW7WFPOMU,A34GAZW7WFPOMU,3,3,333,333,It,It,will,will,part,part,the,the,can,can,research,research,patients,patients,,,,,,,"2019-08-27 02:26:58","2019-08-27 02:26:58",123,123,32,32
596,596,AH6N65BFAKCLH,AH6N65BFAKCLH,3,3,312,312,,,,,,,,,,,,,,,,,,,,,"2019-08-27 04:16:48","2019-08-27 04:16:48",123,123,32,32
597,597,AH6N65BFAKCLH,AH6N65BFAKCLH,3,3,312,312,Findings,Findings,can,can,patients,patients,will,will,any,any,they,they,,,,,,,,,"2019-08-27 04:18:13","2019-08-27 04:18:13",123,123,32,32
598,598,AH6N65BFAKCLH,AH6N65BFAKCLH,3,3,319,319,Patient,Patient,trial,trial,medical,medical,affected,affected,do,do,,,,,,,,,,,"2019-08-27 04:19:10","2019-08-27 04:19:10",123,123,32,32
599,599,AH6N65BFAKCLH,AH6N65BFAKCLH,3,3,333,333,It,It,will,will,part,part,some,some,can,can,develop,develop,patients,patients,,,,,,,"2019-08-27 04:20:08","2019-08-27 04:20:08",123,123,32,32
600,600,"A26EN6J1ENYOC ","A26EN6J1ENYOC ",2,2,232,232,when,when,question,question,the,the,be,be,willing,willing,,,,,,,,,,,"2019-08-27 07:54:09","2019-08-27 07:54:09",123,123,22,22
601,601,"A26EN6J1ENYOC ","A26EN6J1ENYOC ",2,2,2112,2112,we,we,that,that,in,in,inform,inform,you,you,in,in,changed,changed,,,,,,,"2019-08-27 07:55:53","2019-08-27 07:55:53",123,123,22,22
602,602,"A26EN6J1ENYOC ","A26EN6J1ENYOC ",2,2,227,227,our,our,health,health,health,health,it,it,out,out,well,well,and,and,,,,,,,"2019-08-27 07:58:28","2019-08-27 07:58:28",123,123,22,22
603,603,A1NVQWRO6FJDBI,A1NVQWRO6FJDBI,3,3,312,312,"prostate cancer","prostate cancer",will,will,people,people,will,will,their,their,and,and,,,,,,,,,"2019-08-27 09:02:40","2019-08-27 09:02:40",123,123,32,32
604,604,A12NI0OXCYVISP,A12NI0OXCYVISP,2,2,2100,2100,If,If,someone,someone,prescriptions,prescriptions,by,by,staff,staff,be,be,,,,,,,,,"2019-08-27 09:03:34","2019-08-27 09:03:34",123,123,23,23
605,605,A1NVQWRO6FJDBI,A1NVQWRO6FJDBI,3,3,319,319,people,people,program,program,health,health,disclosed,disclosed,are,are,,,,,,,,,,,"2019-08-27 09:03:48","2019-08-27 09:03:48",123,123,32,32
606,606,A12NI0OXCYVISP,A12NI0OXCYVISP,2,2,234,234,You,You,during,during,give,give,or,or,take,take,and,and,,,,,,,,,"2019-08-27 09:03:56","2019-08-27 09:03:56",123,123,23,23
607,607,A12NI0OXCYVISP,A12NI0OXCYVISP,2,2,283,283,If,If,part,part,important,important,and,and,by,by,studies,studies,in,in,,,,,,,"2019-08-27 09:04:25","2019-08-27 09:04:25",123,123,23,23
608,608,A1NVQWRO6FJDBI,A1NVQWRO6FJDBI,3,3,333,333,there,there,will,will,part,part,the,the,will,will,concentrate,concentrate,people,people,,,,,,,"2019-08-27 09:04:48","2019-08-27 09:04:48",123,123,32,32
609,609,A1NVQWRO6FJDBI,A1NVQWRO6FJDBI,2,2,2100,2100,if,if,participating,participating,details,details,under,under,number,number,be,be,,,,,,,,,"2019-08-27 09:08:40","2019-08-27 09:08:40",123,123,23,23
610,610,"A26EN6J1ENYOC ","A26EN6J1ENYOC ",2,2,2100,2100,if,if,us,us,record,record,from,from,record,record,be,be,,,,,,,,,"2019-08-27 09:09:25","2019-08-27 09:09:25",123,123,23,23
611,611,A12NI0OXCYVISP,A12NI0OXCYVISP,2,2,232,232,"If ","If ",information,information,your,your,be,be,ready,ready,,,,,,,,,,,"2019-08-27 09:09:43","2019-08-27 09:09:43",123,123,22,22
612,612,A1NVQWRO6FJDBI,A1NVQWRO6FJDBI,2,2,234,234,you,you,during,during,pass,pass,"or the","or the",take,take,"and ","and ",,,,,,,,,"2019-08-27 09:09:50","2019-08-27 09:09:50",123,123,23,23
613,613,A12NI0OXCYVISP,A12NI0OXCYVISP,2,2,2112,2112,We,We,that,that,in,in,consult,consult,you,you,in,in,changed,changed,,,,,,,"2019-08-27 09:10:07","2019-08-27 09:10:07",123,123,22,22
614,614,A1NVQWRO6FJDBI,A1NVQWRO6FJDBI,2,2,283,283,if,if,part,part,the,the,and,and,"with the ","with the ",parallel,parallel,also,also,,,,,,,"2019-08-27 09:10:33","2019-08-27 09:10:33",123,123,23,23
615,615,A12NI0OXCYVISP,A12NI0OXCYVISP,2,2,227,227,Our,Our,people,people,?,?,it,it,out,out,well,well,and,and,,,,,,,"2019-08-27 09:10:38","2019-08-27 09:10:38",123,123,22,22
616,616,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,232,232,Once,Once,information,information,your,your,be,be,happy,happy,,,,,,,,,,,"2019-08-27 15:49:51","2019-08-27 15:49:51",123,123,22,22
617,617,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,232,232,Now,Now,fact,fact,any,any,be,be,happy,happy,,,,,,,,,,,"2019-08-27 15:51:08","2019-08-27 15:51:08",123,123,22,22
618,618,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,2112,2112,We,We,that,that,in,in,contact,contact,you,you,in,in,changed,changed,,,,,,,"2019-08-27 15:51:39","2019-08-27 15:51:39",123,123,22,22
619,619,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,227,227,Clinical,Clinical,patients,patients,personal,personal,"it also","it also",out,out,well,well,and,and,,,,,,,"2019-08-27 15:52:33","2019-08-27 15:52:33",123,123,22,22
620,620,l2s2t,l2s2t,2,2,232,232,232,232,,,,,,,,,,,,,,,,,,,"2019-08-29 16:38:54","2019-08-29 16:38:54",123,123,121,121
621,621,l2s2t,l2s2t,2,2,2112,2112,2112,2112,,,,,,,,,,,,,,,,,,,"2019-08-29 16:39:07","2019-08-29 16:39:07",123,123,121,121
622,622,l2s2t,l2s2t,2,2,227,227,227,227,,,,,,,,,,,,,,,,,,,"2019-08-29 16:39:19","2019-08-29 16:39:19",123,123,121,121
623,623,l3s2t,l3s2t,3,3,312,312,312,312,,,,,,,,,,,,,,,,,,,"2019-08-29 16:42:04","2019-08-29 16:42:04",123,123,132,132
624,624,l3s2t,l3s2t,3,3,319,319,319,319,,,,,,,,,,,,,,,,,,,"2019-08-29 16:42:15","2019-08-29 16:42:15",123,123,132,132
625,625,l3s2t,l3s2t,3,3,333,333,333,333,,,,,,,,,,,,,,,,,,,"2019-08-29 16:42:50","2019-08-29 16:42:50",123,123,132,132
626,626,l4s2t,l4s2t,4,4,418,418,418,418,,,,,,,,,,,,,,,,,,,"2019-08-29 16:44:47","2019-08-29 16:44:47",123,123,142,142
627,627,l4s2t,l4s2t,4,4,472,472,472,472,,,,,,,,,,,,,,,,,,,"2019-08-29 16:45:03","2019-08-29 16:45:03",123,123,142,142
628,628,l4s2t,l4s2t,4,4,455,455,455,455,,,,,,,,,,,,,,,,,,,"2019-08-29 16:45:16","2019-08-29 16:45:16",123,123,142,142
629,629,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,2100,2100,As,As,us,us,data,data,through,through,records,records,be,be,,,,,,,,,"2019-08-29 17:02:28","2019-08-29 17:02:28",123,123,123,123
630,630,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,234,234,You,You,after,after,give,give,or,or,take,take,and,and,,,,,,,,,"2019-08-29 17:03:06","2019-08-29 17:03:06",123,123,123,123
631,631,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,283,283,As,As,part,part,the,the,"and after","and after",to,to,studies,studies,at,at,,,,,,,"2019-08-29 17:03:41","2019-08-29 17:03:41",123,123,123,123
632,632,A2TZH3L7RO6RFS,A2TZH3L7RO6RFS,2,2,2100,2100,If,If,us,us,information,information,by,by,caregiver,caregiver,be,be,,,,,,,,,"2019-08-29 17:06:51","2019-08-29 17:06:51",123,123,123,123
633,633," CopiedAXID3RPK6NZT6"," CopiedAXID3RPK6NZT6",2,2,232,232,Once,Once,information,information,your,your,"then be","then be",ready,ready,,,,,,,,,,,"2019-08-29 17:07:15","2019-08-29 17:07:15",123,123,122,122
634,634,AEQ0FXD00UB2Z,AEQ0FXD00UB2Z,3,3,312,312,Part,Part,will,will,those,those,will,will,any,any,they,they,,,,,,,,,"2019-08-29 17:07:44","2019-08-29 17:07:44",123,123,132,132
635,635,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,2112,2112,We,We,that,that,in,in,"talk to","talk to",you,you,in,in,changed,changed,,,,,,,"2019-08-29 17:07:53","2019-08-29 17:07:53",123,123,122,122
636,636,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,227,227,These,These,patients,patients,health,health,it,it,more,more,well,well,using,using,,,,,,,"2019-08-29 17:08:34","2019-08-29 17:08:34",123,123,122,122
637,637,AEQ0FXD00UB2Z,AEQ0FXD00UB2Z,3,3,319,319,Firstly,Firstly,programme,programme,health,health,affected,affected,do,do,,,,,,,,,,,"2019-08-29 17:10:59","2019-08-29 17:10:59",123,123,132,132
638,638,A2XD5QTL6H2LIY,A2XD5QTL6H2LIY,2,2,232,232,"When ","When ","Information ","Information ",your,your,Be,Be,going,going,,,,,,,,,,,"2019-08-29 17:11:04","2019-08-29 17:11:04",123,123,122,122
639,639,A37QTEIPY5Q7DS,A37QTEIPY5Q7DS,2,2,232,232,If,If,information,information,some,some,be,be,willing,willing,,,,,,,,,,,"2019-08-29 17:11:17","2019-08-29 17:11:17",123,123,122,122
640,640,A37QTEIPY5Q7DS,A37QTEIPY5Q7DS,2,2,2112,2112,We,We,if,if,in,in,contact,contact,you,you,in,in,changed,changed,,,,,,,"2019-08-29 17:11:45","2019-08-29 17:11:45",123,123,122,122
641,641,A2TZH3L7RO6RFS,A2TZH3L7RO6RFS,2,2,234,234,You,You,but,but,give,give,and,and,take,take,then,then,,,,,,,,,"2019-08-29 17:12:02","2019-08-29 17:12:02",123,123,123,123
642,642,A2XD5QTL6H2LIY,A2XD5QTL6H2LIY,2,2,2112,2112,We,We,that,that,in,in,"contact ","contact ",you,you,in,in,changed,changed,,,,,,,"2019-08-29 17:12:09","2019-08-29 17:12:09",123,123,122,122
643,643,AEQ0FXD00UB2Z,AEQ0FXD00UB2Z,3,3,333,333,It,It,won't,won't,part,part,the,the,will,will,develop,develop,those,those,,,,,,,"2019-08-29 17:12:21","2019-08-29 17:12:21",123,123,132,132
644,644,AXID3RPK6NZT6,AXID3RPK6NZT6,3,3,312,312,Some,Some,will,will,patients,patients,"and will","and will",any,any,"they might","they might",,,,,,,,,"2019-08-29 17:12:31","2019-08-29 17:12:31",123,123,132,132
645,645,A37QTEIPY5Q7DS,A37QTEIPY5Q7DS,2,2,227,227,research,research,you,you,financial,financial,it,it,out,out,well,well,including,including,,,,,,,"2019-08-29 17:13:01","2019-08-29 17:13:01",123,123,122,122
646,646,A2XD5QTL6H2LIY,A2XD5QTL6H2LIY,2,2,227,227,"Other ","Other ",you,you,"clinical ","clinical ",it,it,out,out,well,well,and,and,,,,,,,"2019-08-29 17:13:09","2019-08-29 17:13:09",123,123,122,122
647,647,AXID3RPK6NZT6,AXID3RPK6NZT6,3,3,319,319,firstly,firstly,study,study,health,health,affected,affected,do,do,,,,,,,,,,,"2019-08-29 17:13:15","2019-08-29 17:13:15",123,123,132,132
648,648,AXID3RPK6NZT6,AXID3RPK6NZT6,3,3,333,333,It,It,will,will,part,part,the,the,will,will,develop,develop,people,people,,,,,,,"2019-08-29 17:13:40","2019-08-29 17:13:40",123,123,132,132
649,649,A2TZH3L7RO6RFS,A2TZH3L7RO6RFS,2,2,283,283,if,if,part,part,the,the,and,and,to,to,studies,studies,with,with,,,,,,,"2019-08-29 17:14:21","2019-08-29 17:14:21",123,123,123,123
650,650,A19W81GYOX6OI8,A19W81GYOX6OI8,2,2,232,232,Prove,Prove,instructions,instructions,your,your,be,be,ready,ready,,,,,,,,,,,"2019-08-29 17:15:35","2019-08-29 17:15:35",123,123,122,122
651,651,A19W81GYOX6OI8,A19W81GYOX6OI8,2,2,2112,2112,We,We,that,that,in,in,contact,contact,in,in,in,in,changed,changed,,,,,,,"2019-08-29 17:16:30","2019-08-29 17:16:30",123,123,122,122
652,652,A19W81GYOX6OI8,A19W81GYOX6OI8,2,2,227,227,Numerous,Numerous,patients,patients,financial,financial,it,it,out,out,well,well,and,and,,,,,,,"2019-08-29 17:17:29","2019-08-29 17:17:29",123,123,122,122
653,653,AYANXOKRFW1ZD,AYANXOKRFW1ZD,4,4,418,418,We,We,the,the,,,,,,,,,,,,,,,,,"2019-08-29 17:25:33","2019-08-29 17:25:33",123,123,142,142
654,654,AYANXOKRFW1ZD,AYANXOKRFW1ZD,4,4,472,472,At,At,data,data,trial,trial,the,the,,,,,,,,,,,,,"2019-08-29 17:25:53","2019-08-29 17:25:53",123,123,142,142
655,655,A19W81GYOX6OI8,A19W81GYOX6OI8,2,2,2100,2100,Now,Now,us,us,information,information,through,through,records,records,be,be,,,,,,,,,"2019-08-29 17:26:20","2019-08-29 17:26:20",123,123,123,123
656,656,AYANXOKRFW1ZD,AYANXOKRFW1ZD,4,4,455,455,If,If,is,is,of,of,for,for,data,data,if,if,public,public,,,,,,,"2019-08-29 17:26:30","2019-08-29 17:26:30",123,123,142,142
657,657,A19W81GYOX6OI8,A19W81GYOX6OI8,2,2,234,234,You,You,through,through,hand,hand,or,or,take,take,and,and,,,,,,,,,"2019-08-29 17:26:48","2019-08-29 17:26:48",123,123,123,123
658,658,A19W81GYOX6OI8,A19W81GYOX6OI8,2,2,283,283,If,If,part,part,the,the,and,and,to,to,studies,studies,in,in,,,,,,,"2019-08-29 17:27:25","2019-08-29 17:27:25",123,123,123,123
659,659,AEQ0FXD00UB2Z,AEQ0FXD00UB2Z,4,4,418,418,We,We,the,the,and,and,patients,patients,,,,,,,,,,,,,"2019-08-29 17:28:14","2019-08-29 17:28:14",123,123,142,142
660,660,AEQ0FXD00UB2Z,AEQ0FXD00UB2Z,4,4,472,472,Southampton,Southampton,information,information,submission,submission,initial,initial,,,,,,,,,,,,,"2019-08-29 17:29:40","2019-08-29 17:29:40",123,123,142,142
661,661,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,232,232,After,After,information,information,any,any,then,then,happy,happy,,,,,,,,,,,"2019-08-29 17:30:08","2019-08-29 17:30:08",123,123,122,122
662,662,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,2112,2112,We,We,that,that,in,in,contact,contact,you,you,in,in,changed,changed,,,,,,,"2019-08-29 17:30:31","2019-08-29 17:30:31",123,123,122,122
663,663,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,227,227,Medical,Medical,volunteers,volunteers,personal,personal,"that it","that it",out,out,well,well,using,using,,,,,,,"2019-08-29 17:31:09","2019-08-29 17:31:09",123,123,122,122
664,664,A1RCBWN98I5B90,A1RCBWN98I5B90,2,2,232,232,as,as,whole,whole,many,many,be,be,willing,willing,,,,,,,,,,,"2019-08-29 17:31:18","2019-08-29 17:31:18",123,123,122,122
665,665,A1RCBWN98I5B90,A1RCBWN98I5B90,2,2,2112,2112,you,you,if,if,in,in,contact,contact,us,us,in,in,changed,changed,,,,,,,"2019-08-29 17:32:11","2019-08-29 17:32:11",123,123,122,122
666,666,AEQ0FXD00UB2Z,AEQ0FXD00UB2Z,4,4,455,455,All,All,is,is,review:,review:,with,with,Data,Data,information,information,best,best,,,,,,,"2019-08-29 17:32:11","2019-08-29 17:32:11",123,123,142,142
667,667,A1RCBWN98I5B90,A1RCBWN98I5B90,2,2,227,227,the,the,you,you,medical,medical,it,it,out,out,well,well,in,in,,,,,,,"2019-08-29 17:33:17","2019-08-29 17:33:17",123,123,122,122
668,668,A7X2K7IW80TBU,A7X2K7IW80TBU,3,3,312,312,Results,Results,will,will,people,people,can,can,any,any,they,they,,,,,,,,,"2019-08-29 17:36:38","2019-08-29 17:36:38",123,123,132,132
669,669,A7X2K7IW80TBU,A7X2K7IW80TBU,3,3,319,319,Importantly,Importantly,study,study,personal,personal,recorded,recorded,do,do,,,,,,,,,,,"2019-08-29 17:37:10","2019-08-29 17:37:10",123,123,132,132
670,670,A27P16LFLZGFPR,A27P16LFLZGFPR,2,2,232,232,after,after,consent,consent,test,test,be,be,eligible,eligible,,,,,,,,,,,"2019-08-29 17:37:16","2019-08-29 17:37:16",123,123,122,122
671,671,A7X2K7IW80TBU,A7X2K7IW80TBU,3,3,333,333,It,It,would,would,part,part,the,the,will,will,understand,understand,people,people,,,,,,,"2019-08-29 17:37:40","2019-08-29 17:37:40",123,123,132,132
672,672,A27P16LFLZGFPR,A27P16LFLZGFPR,2,2,2112,2112,this,this,whether,whether,in,in,inform,inform,you,you,in,in,"being lost","being lost",,,,,,,"2019-08-29 17:38:48","2019-08-29 17:38:48",123,123,122,122
673,673,A27P16LFLZGFPR,A27P16LFLZGFPR,2,2,227,227,this,this,participant,participant,health,health,that,that,more,more,well,well,of,of,,,,,,,"2019-08-29 17:40:07","2019-08-29 17:40:07",123,123,122,122
674,674,AEQ0FXD00UB2Z,AEQ0FXD00UB2Z,2,2,232,232,Once,Once,following,following,your,your,be,be,ready,ready,,,,,,,,,,,"2019-08-29 17:41:00","2019-08-29 17:41:00",123,123,122,122
675,675,A7X2K7IW80TBU,A7X2K7IW80TBU,4,4,418,418,We,We,a,a,and,and,person's,person's,,,,,,,,,,,,,"2019-08-29 17:42:42","2019-08-29 17:42:42",123,123,142,142
676,676,A7X2K7IW80TBU,A7X2K7IW80TBU,4,4,472,472,This,This,information,information,study,study,the,the,,,,,,,,,,,,,"2019-08-29 17:43:01","2019-08-29 17:43:01",123,123,142,142
677,677,AEQ0FXD00UB2Z,AEQ0FXD00UB2Z,2,2,2112,2112,You,You,that,that,in,in,meet,meet,,,in,in,changed,changed,,,,,,,"2019-08-29 17:44:00","2019-08-29 17:44:00",123,123,122,122
678,678,A7X2K7IW80TBU,A7X2K7IW80TBU,4,4,455,455,All,All,deemed,deemed,of,of,in,in,Data,Data,for,for,public,public,,,,,,,"2019-08-29 17:44:02","2019-08-29 17:44:02",123,123,142,142
679,679,ABKH6YLFFKCPO,ABKH6YLFFKCPO,3,3,312,312,Part,Part,will,will,men,men,can,can,their,their,they,they,,,,,,,,,"2019-08-29 17:44:07","2019-08-29 17:44:07",123,123,132,132
680,680,A2XNQ9MFS4AZH2,A2XNQ9MFS4AZH2,3,3,312,312,doctors,doctors,can,can,patients,patients,can,can,thier,thier,they,they,,,,,,,,,"2019-08-29 17:44:24","2019-08-29 17:44:24",123,123,132,132
681,681,ABKH6YLFFKCPO,ABKH6YLFFKCPO,3,3,319,319,So,So,trial,trial,ongoing,ongoing,compromised,compromised,do,do,,,,,,,,,,,"2019-08-29 17:44:45","2019-08-29 17:44:45",123,123,132,132
682,682,A2XNQ9MFS4AZH2,A2XNQ9MFS4AZH2,3,3,319,319,patiets,patiets,study,study,personal,personal,jepodised,jepodised,do,do,,,,,,,,,,,"2019-08-29 17:45:11","2019-08-29 17:45:11",123,123,132,132
